"Density","Mach","Pressure","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
5.3204,0.46572,89872,1,0.060854,0.060854,0,0
5.2982,0.47458,89502,1,0.061468,0.061468,0,0
5.275,0.48365,89117,1,0.062083,0.062083,0,0
5.2512,0.49288,88720,1,0.062698,0.062698,0,0
5.2265,0.50228,88309,1,0.063312,0.063312,0,0
5.201,0.51186,87885,1,0.063927,0.063927,0,0
5.1746,0.52165,87445,1,0.064542,0.064542,0,0
5.1473,0.53161,86990,1,0.065157,0.065157,0,0
5.1191,0.54176,86521,1,0.065771,0.065771,0,0
5.0901,0.55208,86038,1,0.066386,0.066386,0,0
5.0601,0.56261,85537,1,0.067001,0.067001,0,0
5.0291,0.57333,85021,1,0.067615,0.067615,0,0
4.9973,0.58423,84489,1,0.06823,0.06823,0,0
4.9644,0.59531,83941,1,0.068845,0.068845,0,0
4.9306,0.60659,83377,1,0.069459,0.069459,0,0
4.8957,0.61808,82794,1,0.070074,0.070074,0,0
4.8599,0.62974,82196,1,0.070689,0.070689,0,0
4.8231,0.64158,81582,1,0.071303,0.071303,0,0
4.7853,0.65363,80950,1,0.071918,0.071918,0,0
4.7464,0.66586,80300,1,0.072533,0.072533,0,0
4.7066,0.67828,79634,1,0.073147,0.073147,0,0
4.6658,0.69088,78951,1,0.073762,0.073762,0,0
4.624,0.70366,78252,1,0.074377,0.074377,0,0
4.5811,0.71663,77534,1,0.074991,0.074991,0,0
4.5373,0.72977,76800,1,0.075606,0.075606,0,0
4.4926,0.74307,76051,1,0.076221,0.076221,0,0
4.4469,0.75653,75286,1,0.076836,0.076836,0,0
4.4003,0.77019,74504,1,0.07745,0.07745,0,0
4.3527,0.78401,73705,1,0.078065,0.078065,0,0
4.3044,0.79795,72894,1,0.07868,0.07868,0,0
4.2553,0.81204,72070,1,0.079294,0.079294,0,0
4.205,0.82635,71226,1,0.079909,0.079909,0,0
4.1546,0.84071,70378,1,0.080524,0.080524,0,0
4.1026,0.85469,69504,1,0.081138,0.081138,0,0
4.0502,0.86923,68624,1,0.081753,0.081753,0,0
3.9981,0.8841,67747,1,0.082368,0.082368,0,0
3.9454,0.89887,66860,1,0.082982,0.082982,0,0
3.8922,0.91372,65963,1,0.083597,0.083597,0,0
3.8384,0.92864,65058,1,0.084212,0.084212,0,0
3.7845,0.94355,64150,1,0.084826,0.084826,0,0
3.7305,0.95848,63239,1,0.085441,0.085441,0,0
3.6763,0.97344,62324,1,0.086056,0.086056,0,0
3.6219,0.98844,61407,1,0.08667,0.08667,0,0
3.5674,1.0035,60487,1,0.087285,0.087285,0,0
3.5114,1.0189,59540,1,0.0879,0.0879,0,0
3.454,1.0347,58570,1,0.088514,0.088514,0,0
3.3949,1.0511,57572,1,0.089129,0.089129,0,0
3.3354,1.0679,56566,1,0.089744,0.089744,0,0
3.2764,1.0848,55567,1,0.090359,0.090359,0,0
3.2168,1.1012,54559,1,0.090973,0.090973,0,0
3.1561,1.1177,53530,1,0.091588,0.091588,0,0
3.0979,1.134,52545,1,0.092203,0.092203,0,0
3.0404,1.15,51571,1,0.092817,0.092817,0,0
2.9866,1.1656,50658,1,0.093432,0.093432,0,0
2.9291,1.1816,49684,1,0.094047,0.094047,0,0
2.8761,1.1969,48785,1,0.094661,0.094661,0,0
2.8238,1.2119,47897,1,0.095276,0.095276,0,0
2.7704,1.2274,46990,1,0.095891,0.095891,0,0
2.7148,1.2435,46046,1,0.096505,0.096505,0,0
2.6585,1.2601,45090,1,0.09712,0.09712,0,0
2.6045,1.2761,44172,1,0.097735,0.097735,0,0
2.5534,1.2913,43303,1,0.098349,0.098349,0,0
2.5037,1.3063,42457,1,0.098964,0.098964,0,0
2.4542,1.3214,41616,1,0.099579,0.099579,0,0
2.401,1.3369,40710,1,0.10019,0.10019,0,0
2.3552,1.3516,39932,1,0.10081,0.10081,0,0
2.3062,1.3674,39097,1,0.10142,0.10142,0,0
2.2568,1.3827,38255,1,0.10204,0.10204,0,0
2.2065,1.3982,37402,1,0.10265,0.10265,0,0
2.593,1.2332,44002,1,0.10327,0.10327,0,0
4.1156,0.69176,69889,1,0.10388,0.10388,0,0
4.3868,0.64996,74446,1,0.1045,0.1045,0,0
4.4126,0.66344,74858,1,0.10511,0.10511,0,0
4.4353,0.65659,75238,1,0.10573,0.10573,0,0
4.4527,0.64962,75529,1,0.10634,0.10634,0,0
4.4743,0.64867,75874,1,0.10696,0.10696,0,0
4.499,0.64384,76282,1,0.10757,0.10757,0,0
4.5158,0.638,76564,1,0.10818,0.10818,0,0
4.5329,0.63197,76852,1,0.1088,0.1088,0,0
4.5494,0.62676,77128,1,0.10941,0.10941,0,0
4.5647,0.62168,77384,1,0.11003,0.11003,0,0
4.5789,0.61678,77622,1,0.11064,0.11064,0,0
4.5923,0.61223,77846,1,0.11126,0.11126,0,0
4.6046,0.60794,78052,1,0.11187,0.11187,0,0
4.6157,0.60415,78241,1,0.11249,0.11249,0,0
4.6265,0.60076,78418,1,0.1131,0.1131,0,0
4.6357,0.59751,78571,1,0.11372,0.11372,0,0
4.6453,0.5949,78726,1,0.11433,0.11433,0,0
4.6537,0.59152,78868,1,0.11495,0.11495,0,0
4.6615,0.59058,78996,1,0.11556,0.11556,0,0
4.669,0.58956,79119,1,0.11618,0.11618,0,0
4.6755,0.58771,79230,1,0.11679,0.11679,0,0
4.6816,0.58642,79331,1,0.1174,0.1174,0,0
4.6875,0.5854,79428,1,0.11802,0.11802,0,0
4.6935,0.58438,79524,1,0.11863,0.11863,0,0
4.6985,0.58322,79606,1,0.11925,0.11925,0,0
4.7024,0.58188,79672,1,0.11986,0.11986,0,0
4.7063,0.58053,79738,1,0.12048,0.12048,0,0
4.7103,0.57916,79804,1,0.12109,0.12109,0,0
4.7143,0.57771,79871,1,0.12171,0.12171,0,0
4.7184,0.57625,79938,1,0.12232,0.12232,0,0
4.7224,0.57479,80005,1,0.12294,0.12294,0,0
