"Density","Mach","Pressure","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
46.373,0.23281,8.7659e+05,1,0.036881,0.036881,0,0
46.366,0.23347,8.7643e+05,1,0.037004,0.037004,0,0
46.359,0.23412,8.7628e+05,1,0.037127,0.037127,0,0
46.352,0.23478,8.7613e+05,1,0.03725,0.03725,0,0
46.345,0.23543,8.7597e+05,1,0.037373,0.037373,0,0
46.338,0.23609,8.7582e+05,1,0.037496,0.037496,0,0
46.33,0.23675,8.7566e+05,1,0.037619,0.037619,0,0
46.323,0.23742,8.755e+05,1,0.037742,0.037742,0,0
46.315,0.23812,8.7534e+05,1,0.037865,0.037865,0,0
46.308,0.23882,8.7517e+05,1,0.037987,0.037987,0,0
46.3,0.23951,8.7501e+05,1,0.03811,0.03811,0,0
46.292,0.24021,8.7484e+05,1,0.038233,0.038233,0,0
46.285,0.24091,8.7468e+05,1,0.038356,0.038356,0,0
46.277,0.24161,8.7451e+05,1,0.038479,0.038479,0,0
46.269,0.2423,8.7435e+05,1,0.038602,0.038602,0,0
46.261,0.24303,8.7418e+05,1,0.038725,0.038725,0,0
46.253,0.24378,8.74e+05,1,0.038848,0.038848,0,0
46.245,0.24454,8.7383e+05,1,0.038971,0.038971,0,0
46.237,0.24529,8.7366e+05,1,0.039094,0.039094,0,0
46.229,0.24605,8.7348e+05,1,0.039217,0.039217,0,0
46.221,0.24681,8.7331e+05,1,0.03934,0.03934,0,0
46.213,0.24756,8.7313e+05,1,0.039463,0.039463,0,0
46.205,0.24832,8.7296e+05,1,0.039586,0.039586,0,0
46.197,0.24908,8.7278e+05,1,0.039709,0.039709,0,0
46.188,0.24985,8.726e+05,1,0.039832,0.039832,0,0
46.18,0.25061,8.7242e+05,1,0.039954,0.039954,0,0
46.171,0.25138,8.7224e+05,1,0.040077,0.040077,0,0
46.162,0.25216,8.7205e+05,1,0.0402,0.0402,0,0
46.153,0.25294,8.7184e+05,1,0.040323,0.040323,0,0
46.144,0.25372,8.7164e+05,1,0.040446,0.040446,0,0
46.134,0.25451,8.7144e+05,1,0.040569,0.040569,0,0
46.125,0.25529,8.7124e+05,1,0.040692,0.040692,0,0
46.116,0.25605,8.7104e+05,1,0.040815,0.040815,0,0
46.107,0.25682,8.7084e+05,1,0.040938,0.040938,0,0
46.098,0.25759,8.7065e+05,1,0.041061,0.041061,0,0
46.088,0.25836,8.7045e+05,1,0.041184,0.041184,0,0
46.079,0.25915,8.7024e+05,1,0.041307,0.041307,0,0
46.069,0.25993,8.7003e+05,1,0.04143,0.04143,0,0
46.059,0.26072,8.6982e+05,1,0.041553,0.041553,0,0
46.05,0.26152,8.6961e+05,1,0.041676,0.041676,0,0
46.04,0.26235,8.694e+05,1,0.041799,0.041799,0,0
46.03,0.26318,8.692e+05,1,0.041921,0.041921,0,0
46.021,0.26401,8.6899e+05,1,0.042044,0.042044,0,0
46.01,0.26484,8.6877e+05,1,0.042167,0.042167,0,0
45.999,0.26566,8.6852e+05,1,0.04229,0.04229,0,0
45.987,0.26649,8.6827e+05,1,0.042413,0.042413,0,0
45.976,0.26731,8.6803e+05,1,0.042536,0.042536,0,0
45.964,0.26816,8.6779e+05,1,0.042659,0.042659,0,0
45.954,0.26908,8.6756e+05,1,0.042782,0.042782,0,0
45.944,0.26999,8.6734e+05,1,0.042905,0.042905,0,0
45.933,0.27091,8.6712e+05,1,0.043028,0.043028,0,0
45.923,0.27183,8.669e+05,1,0.043151,0.043151,0,0
45.913,0.27275,8.6667e+05,1,0.043274,0.043274,0,0
45.902,0.27367,8.6645e+05,1,0.043397,0.043397,0,0
45.892,0.27458,8.6623e+05,1,0.04352,0.04352,0,0
45.882,0.27551,8.66e+05,1,0.043643,0.043643,0,0
45.87,0.27646,8.6576e+05,1,0.043766,0.043766,0,0
45.859,0.27741,8.6552e+05,1,0.043888,0.043888,0,0
45.848,0.27837,8.6527e+05,1,0.044011,0.044011,0,0
45.837,0.27932,8.6503e+05,1,0.044134,0.044134,0,0
45.824,0.28026,8.6476e+05,1,0.044257,0.044257,0,0
45.812,0.28121,8.6449e+05,1,0.04438,0.04438,0,0
45.799,0.28216,8.6422e+05,1,0.044503,0.044503,0,0
45.787,0.2831,8.6395e+05,1,0.044626,0.044626,0,0
45.775,0.28402,8.6369e+05,1,0.044749,0.044749,0,0
45.762,0.28494,8.6343e+05,1,0.044872,0.044872,0,0
45.75,0.28585,8.6317e+05,1,0.044995,0.044995,0,0
45.738,0.28677,8.6291e+05,1,0.045118,0.045118,0,0
45.725,0.28771,8.6264e+05,1,0.045241,0.045241,0,0
45.713,0.28865,8.6236e+05,1,0.045364,0.045364,0,0
45.7,0.28958,8.6208e+05,1,0.045487,0.045487,0,0
45.687,0.29052,8.6181e+05,1,0.04561,0.04561,0,0
45.674,0.2915,8.6153e+05,1,0.045732,0.045732,0,0
45.661,0.29248,8.6125e+05,1,0.045855,0.045855,0,0
45.648,0.29346,8.6097e+05,1,0.045978,0.045978,0,0
45.635,0.29443,8.6069e+05,1,0.046101,0.046101,0,0
45.62,0.29545,8.6037e+05,1,0.046224,0.046224,0,0
45.605,0.29647,8.6004e+05,1,0.046347,0.046347,0,0
45.589,0.29749,8.5972e+05,1,0.04647,0.04647,0,0
45.574,0.29852,8.5939e+05,1,0.046593,0.046593,0,0
45.56,0.29956,8.591e+05,1,0.046716,0.046716,0,0
45.547,0.3006,8.588e+05,1,0.046839,0.046839,0,0
45.533,0.30165,8.5851e+05,1,0.046962,0.046962,0,0
45.52,0.30269,8.5821e+05,1,0.047085,0.047085,0,0
45.506,0.30374,8.5792e+05,1,0.047208,0.047208,0,0
45.492,0.30478,8.5763e+05,1,0.047331,0.047331,0,0
45.479,0.30583,8.5733e+05,1,0.047454,0.047454,0,0
45.465,0.30687,8.5704e+05,1,0.047577,0.047577,0,0
45.45,0.30797,8.5671e+05,1,0.047699,0.047699,0,0
45.434,0.30907,8.5637e+05,1,0.047822,0.047822,0,0
45.418,0.31017,8.5604e+05,1,0.047945,0.047945,0,0
45.403,0.31127,8.557e+05,1,0.048068,0.048068,0,0
45.387,0.31237,8.5537e+05,1,0.048191,0.048191,0,0
45.372,0.31348,8.5503e+05,1,0.048314,0.048314,0,0
45.356,0.31458,8.547e+05,1,0.048437,0.048437,0,0
45.34,0.31568,8.5436e+05,1,0.04856,0.04856,0,0
45.324,0.31684,8.5402e+05,1,0.048683,0.048683,0,0
45.308,0.31802,8.5367e+05,1,0.048806,0.048806,0,0
45.292,0.31919,8.5333e+05,1,0.048929,0.048929,0,0
45.276,0.32037,8.5298e+05,1,0.049052,0.049052,0,0
45.26,0.32154,8.5263e+05,1,0.049175,0.049175,0,0
45.244,0.32272,8.5229e+05,1,0.049298,0.049298,0,0
45.228,0.32389,8.5194e+05,1,0.049421,0.049421,0,0
45.212,0.32507,8.516e+05,1,0.049544,0.049544,0,0
45.195,0.32627,8.5124e+05,1,0.049666,0.049666,0,0
45.178,0.32748,8.5087e+05,1,0.049789,0.049789,0,0
45.161,0.32869,8.505e+05,1,0.049912,0.049912,0,0
45.144,0.3299,8.5014e+05,1,0.050035,0.050035,0,0
45.126,0.33112,8.4975e+05,1,0.050158,0.050158,0,0
45.107,0.33234,8.4935e+05,1,0.050281,0.050281,0,0
45.088,0.33357,8.4894e+05,1,0.050404,0.050404,0,0
45.07,0.33479,8.4854e+05,1,0.050527,0.050527,0,0
45.051,0.33598,8.4815e+05,1,0.05065,0.05065,0,0
45.033,0.33716,8.4776e+05,1,0.050773,0.050773,0,0
45.015,0.33834,8.4737e+05,1,0.050896,0.050896,0,0
44.997,0.33952,8.4698e+05,1,0.051019,0.051019,0,0
44.978,0.34072,8.4658e+05,1,0.051142,0.051142,0,0
44.959,0.34193,8.4617e+05,1,0.051265,0.051265,0,0
