"Density","Mach","Pressure","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
17.981,1.4451,2.9767e+05,1,0.10351,0.10351,0,0
17.905,1.4484,2.9623e+05,1,0.10364,0.10364,0,0
17.83,1.4517,2.9483e+05,1,0.10376,0.10376,0,0
17.755,1.455,2.9342e+05,1,0.10388,0.10388,0,0
17.681,1.4583,2.9201e+05,1,0.104,0.104,0,0
17.607,1.4616,2.9062e+05,1,0.10413,0.10413,0,0
17.537,1.4648,2.893e+05,1,0.10425,0.10425,0,0
17.466,1.4681,2.8798e+05,1,0.10437,0.10437,0,0
17.396,1.4713,2.8666e+05,1,0.1045,0.1045,0,0
17.324,1.4746,2.853e+05,1,0.10462,0.10462,0,0
17.244,1.4782,2.838e+05,1,0.10474,0.10474,0,0
17.166,1.4817,2.8233e+05,1,0.10487,0.10487,0,0
17.094,1.4848,2.8099e+05,1,0.10499,0.10499,0,0
17.022,1.488,2.7965e+05,1,0.10511,0.10511,0,0
16.952,1.4912,2.7833e+05,1,0.10523,0.10523,0,0
16.882,1.4944,2.7702e+05,1,0.10536,0.10536,0,0
16.811,1.4976,2.757e+05,1,0.10548,0.10548,0,0
16.742,1.5008,2.744e+05,1,0.1056,0.1056,0,0
16.676,1.5038,2.7317e+05,1,0.10573,0.10573,0,0
16.611,1.5069,2.7195e+05,1,0.10585,0.10585,0,0
16.545,1.5099,2.7073e+05,1,0.10597,0.10597,0,0
16.48,1.513,2.6951e+05,1,0.10609,0.10609,0,0
16.414,1.516,2.6829e+05,1,0.10622,0.10622,0,0
16.349,1.5191,2.6707e+05,1,0.10634,0.10634,0,0
16.283,1.5221,2.6585e+05,1,0.10646,0.10646,0,0
16.218,1.5252,2.6464e+05,1,0.10659,0.10659,0,0
16.154,1.5283,2.6344e+05,1,0.10671,0.10671,0,0
16.09,1.5313,2.6225e+05,1,0.10683,0.10683,0,0
16.026,1.5344,2.6106e+05,1,0.10696,0.10696,0,0
15.962,1.5375,2.5986e+05,1,0.10708,0.10708,0,0
15.895,1.5406,2.5864e+05,1,0.1072,0.1072,0,0
15.829,1.5438,2.5741e+05,1,0.10732,0.10732,0,0
15.763,1.5469,2.5619e+05,1,0.10745,0.10745,0,0
15.697,1.5501,2.5496e+05,1,0.10757,0.10757,0,0
15.63,1.5533,2.5372e+05,1,0.10769,0.10769,0,0
15.563,1.5565,2.5248e+05,1,0.10782,0.10782,0,0
15.495,1.5598,2.5123e+05,1,0.10794,0.10794,0,0
15.428,1.563,2.4999e+05,1,0.10806,0.10806,0,0
15.365,1.5662,2.4882e+05,1,0.10818,0.10818,0,0
15.302,1.5693,2.4766e+05,1,0.10831,0.10831,0,0
15.239,1.5724,2.4649e+05,1,0.10843,0.10843,0,0
15.176,1.5756,2.4533e+05,1,0.10855,0.10855,0,0
15.105,1.579,2.4402e+05,1,0.10868,0.10868,0,0
15.033,1.5825,2.4271e+05,1,0.1088,0.1088,0,0
14.969,1.5857,2.4152e+05,1,0.10892,0.10892,0,0
14.905,1.5888,2.4035e+05,1,0.10904,0.10904,0,0
14.842,1.5919,2.3919e+05,1,0.10917,0.10917,0,0
14.78,1.5951,2.3804e+05,1,0.10929,0.10929,0,0
14.718,1.5982,2.3691e+05,1,0.10941,0.10941,0,0
14.656,1.6012,2.3578e+05,1,0.10954,0.10954,0,0
14.596,1.6043,2.3467e+05,1,0.10966,0.10966,0,0
14.535,1.6074,2.3355e+05,1,0.10978,0.10978,0,0
14.475,1.6104,2.3246e+05,1,0.10991,0.10991,0,0
14.415,1.6134,2.3137e+05,1,0.11003,0.11003,0,0
14.356,1.6164,2.3029e+05,1,0.11015,0.11015,0,0
14.297,1.6195,2.292e+05,1,0.11027,0.11027,0,0
14.239,1.6224,2.2814e+05,1,0.1104,0.1104,0,0
14.181,1.6254,2.2708e+05,1,0.11052,0.11052,0,0
14.124,1.6284,2.2604e+05,1,0.11064,0.11064,0,0
14.068,1.6313,2.2501e+05,1,0.11077,0.11077,0,0
14.013,1.6341,2.2402e+05,1,0.11089,0.11089,0,0
13.959,1.6369,2.2303e+05,1,0.11101,0.11101,0,0
13.908,1.6395,2.2211e+05,1,0.11113,0.11113,0,0
13.859,1.6421,2.2122e+05,1,0.11126,0.11126,0,0
13.813,1.6445,2.2037e+05,1,0.11138,0.11138,0,0
13.767,1.6469,2.1955e+05,1,0.1115,0.1115,0,0
13.727,1.6491,2.1881e+05,1,0.11163,0.11163,0,0
13.688,1.6511,2.1809e+05,1,0.11175,0.11175,0,0
13.651,1.6531,2.1743e+05,1,0.11187,0.11187,0,0
13.615,1.655,2.1678e+05,1,0.112,0.112,0,0
13.584,1.6566,2.1621e+05,1,0.11212,0.11212,0,0
13.555,1.6582,2.1568e+05,1,0.11224,0.11224,0,0
13.528,1.6596,2.152e+05,1,0.11236,0.11236,0,0
13.502,1.6609,2.1473e+05,1,0.11249,0.11249,0,0
13.482,1.662,2.1437e+05,1,0.11261,0.11261,0,0
13.465,1.6629,2.1406e+05,1,0.11273,0.11273,0,0
13.448,1.6638,2.1375e+05,1,0.11286,0.11286,0,0
13.431,1.6647,2.1344e+05,1,0.11298,0.11298,0,0
13.42,1.6653,2.1325e+05,1,0.1131,0.1131,0,0
13.413,1.6657,2.1311e+05,1,0.11322,0.11322,0,0
13.405,1.6661,2.1298e+05,1,0.11335,0.11335,0,0
13.398,1.6665,2.1284e+05,1,0.11347,0.11347,0,0
13.397,1.6666,2.1283e+05,1,0.11359,0.11359,0,0
13.401,1.6664,2.129e+05,1,0.11372,0.11372,0,0
13.404,1.6662,2.1296e+05,1,0.11384,0.11384,0,0
13.408,1.666,2.1302e+05,1,0.11396,0.11396,0,0
13.416,1.6656,2.1317e+05,1,0.11409,0.11409,0,0
13.427,1.665,2.1337e+05,1,0.11421,0.11421,0,0
13.439,1.6644,2.1358e+05,1,0.11433,0.11433,0,0
13.45,1.6638,2.1379e+05,1,0.11445,0.11445,0,0
13.462,1.6632,2.1399e+05,1,0.11458,0.11458,0,0
13.473,1.6626,2.142e+05,1,0.1147,0.1147,0,0
13.484,1.662,2.1441e+05,1,0.11482,0.11482,0,0
13.496,1.6613,2.1461e+05,1,0.11495,0.11495,0,0
13.508,1.6607,2.1484e+05,1,0.11507,0.11507,0,0
13.521,1.66,2.1507e+05,1,0.11519,0.11519,0,0
13.534,1.6593,2.1531e+05,1,0.11531,0.11531,0,0
13.547,1.6587,2.1555e+05,1,0.11544,0.11544,0,0
13.56,1.658,2.1578e+05,1,0.11556,0.11556,0,0
13.573,1.6573,2.1602e+05,1,0.11568,0.11568,0,0
13.586,1.6566,2.1626e+05,1,0.11581,0.11581,0,0
13.599,1.6559,2.1649e+05,1,0.11593,0.11593,0,0
13.611,1.6553,2.167e+05,1,0.11605,0.11605,0,0
13.62,1.6548,2.1687e+05,1,0.11618,0.11618,0,0
13.63,1.6543,2.1704e+05,1,0.1163,0.1163,0,0
13.639,1.6538,2.1721e+05,1,0.11642,0.11642,0,0
13.648,1.6533,2.1738e+05,1,0.11654,0.11654,0,0
13.658,1.6528,2.1756e+05,1,0.11667,0.11667,0,0
13.667,1.6523,2.1773e+05,1,0.11679,0.11679,0,0
13.676,1.6518,2.179e+05,1,0.11691,0.11691,0,0
13.685,1.6514,2.1805e+05,1,0.11704,0.11704,0,0
13.692,1.651,2.1818e+05,1,0.11716,0.11716,0,0
13.699,1.6506,2.1831e+05,1,0.11728,0.11728,0,0
13.706,1.6502,2.1844e+05,1,0.1174,0.1174,0,0
13.713,1.6498,2.1857e+05,1,0.11753,0.11753,0,0
13.72,1.6494,2.187e+05,1,0.11765,0.11765,0,0
13.728,1.649,2.1883e+05,1,0.11777,0.11777,0,0
13.735,1.6487,2.1896e+05,1,0.1179,0.1179,0,0
13.742,1.6483,2.1909e+05,1,0.11802,0.11802,0,0
13.749,1.6479,2.1922e+05,1,0.11814,0.11814,0,0
13.756,1.6475,2.1934e+05,1,0.11827,0.11827,0,0
13.763,1.6471,2.1947e+05,1,0.11839,0.11839,0,0
13.77,1.6467,2.196e+05,1,0.11851,0.11851,0,0
13.777,1.6463,2.1973e+05,1,0.11863,0.11863,0,0
13.784,1.6459,2.1986e+05,1,0.11876,0.11876,0,0
13.791,1.6456,2.1999e+05,1,0.11888,0.11888,0,0
13.798,1.6452,2.2012e+05,1,0.119,0.119,0,0
13.805,1.6448,2.2024e+05,1,0.11913,0.11913,0,0
13.812,1.6445,2.2037e+05,1,0.11925,0.11925,0,0
13.819,1.6441,2.2049e+05,1,0.11937,0.11937,0,0
13.826,1.6437,2.2062e+05,1,0.11949,0.11949,0,0
13.833,1.6434,2.2074e+05,1,0.11962,0.11962,0,0
13.84,1.643,2.2087e+05,1,0.11974,0.11974,0,0
13.847,1.6426,2.21e+05,1,0.11986,0.11986,0,0
13.854,1.6423,2.2112e+05,1,0.11999,0.11999,0,0
13.86,1.6419,2.2125e+05,1,0.12011,0.12011,0,0
13.867,1.6416,2.2137e+05,1,0.12023,0.12023,0,0
13.874,1.6412,2.215e+05,1,0.12036,0.12036,0,0
13.881,1.6408,2.2162e+05,1,0.12048,0.12048,0,0
13.888,1.6405,2.2175e+05,1,0.1206,0.1206,0,0
13.895,1.6401,2.2187e+05,1,0.12072,0.12072,0,0
13.902,1.6398,2.22e+05,1,0.12085,0.12085,0,0
13.909,1.6394,2.2213e+05,1,0.12097,0.12097,0,0
13.916,1.639,2.2226e+05,1,0.12109,0.12109,0,0
13.923,1.6386,2.2239e+05,1,0.12122,0.12122,0,0
13.931,1.6383,2.2253e+05,1,0.12134,0.12134,0,0
13.938,1.6379,2.2266e+05,1,0.12146,0.12146,0,0
13.945,1.6375,2.2279e+05,1,0.12158,0.12158,0,0
13.953,1.6371,2.2293e+05,1,0.12171,0.12171,0,0
13.96,1.6367,2.2306e+05,1,0.12183,0.12183,0,0
13.967,1.6363,2.2319e+05,1,0.12195,0.12195,0,0
13.975,1.6359,2.2333e+05,1,0.12208,0.12208,0,0
13.982,1.6356,2.2346e+05,1,0.1222,0.1222,0,0
13.989,1.6352,2.2359e+05,1,0.12232,0.12232,0,0
13.997,1.6348,2.2373e+05,1,0.12245,0.12245,0,0
14.004,1.6344,2.2386e+05,1,0.12257,0.12257,0,0
14.011,1.634,2.2399e+05,1,0.12269,0.12269,0,0
14.019,1.6336,2.2413e+05,1,0.12281,0.12281,0,0
14.026,1.6333,2.2426e+05,1,0.12294,0.12294,0,0
