"<greek>m</greek>","<greek>m</greek><sub>t</sub>","C<sub>f</sub>_x","C<sub>f</sub>_y","C<sub>p</sub>","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Conservative_5","Conservative_6","Mach","Pressure","Temperature","h","p","y<sup>+</sup>","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.716e-05,1.933e-11,0,0,-1.2144e+17,68.429,2100.9,0.079991,2.308e+07,1.439e-10,509.5,0.3435,8.7084e+05,541.18,0,0.96331,0,1,0.047454,0.047454,0,0
1.716e-05,1.9209e-11,0,0,-1.2228e+17,68.4,2107.6,0.060837,2.307e+07,1.4442e-10,514.43,0.34467,8.7061e+05,541.17,0,0.96306,0,1,0.047577,0.047577,0,0
1.716e-05,1.9088e-11,0,0,-1.2312e+17,68.371,2114.3,0.041684,2.306e+07,1.4493e-10,519.35,0.34584,8.7038e+05,541.17,0,0.96281,0,1,0.0477,0.0477,0,0
1.716e-05,1.8967e-11,0,0,-1.2397e+17,68.342,2121,0.02253,2.3051e+07,1.4544e-10,524.28,0.34701,8.7015e+05,541.16,0,0.96255,0,1,0.047822,0.047822,0,0
1.716e-05,1.8846e-11,0,0,-1.2481e+17,68.313,2127.6,0.0033764,2.3041e+07,1.4595e-10,529.2,0.34818,8.6991e+05,541.15,0,0.9623,0,1,0.047945,0.047945,0,0
1.716e-05,1.8725e-11,0,0,-1.2565e+17,68.284,2134.3,-0.015777,2.3031e+07,1.4646e-10,534.13,0.34935,8.6968e+05,541.15,0,0.96204,0,1,0.048068,0.048068,0,0
1.716e-05,1.8611e-11,0,0,-1.2654e+17,68.254,2141.2,0.0028779,2.3021e+07,1.47e-10,539.23,0.35055,8.6944e+05,541.14,0,0.96177,0,1,0.048191,0.048191,0,0
1.716e-05,1.8497e-11,0,0,-1.2744e+17,68.224,2148,0.024537,2.301e+07,1.4753e-10,544.35,0.35175,8.692e+05,541.13,0,0.9615,0,1,0.048314,0.048314,0,0
1.716e-05,1.8384e-11,0,0,-1.2833e+17,68.193,2154.8,0.046197,2.3e+07,1.4807e-10,549.47,0.35295,8.6895e+05,541.13,0,0.96123,0,1,0.048437,0.048437,0,0
1.716e-05,1.8271e-11,0,0,-1.2922e+17,68.163,2161.6,0.067857,2.2989e+07,1.486e-10,554.59,0.35415,8.6871e+05,541.12,0,0.96096,0,1,0.04856,0.04856,0,0
1.716e-05,1.8157e-11,0,0,-1.3011e+17,68.133,2168.5,0.089516,2.2979e+07,1.4913e-10,559.7,0.35535,8.6847e+05,541.11,0,0.96069,0,1,0.048683,0.048683,0,0
1.716e-05,1.8046e-11,0,0,-1.3101e+17,68.102,2175.3,0.10091,2.2968e+07,1.4968e-10,564.87,0.35655,8.6822e+05,541.11,0,0.96042,0,1,0.048806,0.048806,0,0
1.716e-05,1.7942e-11,0,0,-1.3195e+17,68.07,2182.4,0.082896,2.2958e+07,1.5024e-10,570.17,0.35779,8.6797e+05,541.1,0,0.96014,0,1,0.048929,0.048929,0,0
1.716e-05,1.7838e-11,0,0,-1.3288e+17,68.038,2189.4,0.06488,2.2947e+07,1.5081e-10,575.47,0.35903,8.6771e+05,541.09,0,0.95986,0,1,0.049052,0.049052,0,0
1.716e-05,1.7733e-11,0,0,-1.3381e+17,68.007,2196.4,0.046863,2.2936e+07,1.5138e-10,580.77,0.36026,8.6746e+05,541.08,0,0.95958,0,1,0.049175,0.049175,0,0
1.716e-05,1.7629e-11,0,0,-1.3475e+17,67.975,2203.4,0.028846,2.2925e+07,1.5195e-10,586.07,0.3615,8.672e+05,541.08,0,0.95929,0,1,0.049298,0.049298,0,0
1.716e-05,1.7524e-11,0,0,-1.3568e+17,67.943,2210.4,0.010829,2.2914e+07,1.5251e-10,591.37,0.36274,8.6695e+05,541.07,0,0.95901,0,1,0.049421,0.049421,0,0
1.716e-05,1.7427e-11,0,0,-1.3664e+17,67.911,2217.5,0.0010554,2.2903e+07,1.531e-10,596.7,0.36399,8.6668e+05,541.06,0,0.95872,0,1,0.049544,0.049544,0,0
1.716e-05,1.7334e-11,0,0,-1.3762e+17,67.878,2224.6,-0.0030115,2.2892e+07,1.537e-10,602.06,0.36525,8.6642e+05,541.05,0,0.95843,0,1,0.049667,0.049667,0,0
1.716e-05,1.724e-11,0,0,-1.386e+17,67.844,2231.7,-0.0070782,2.288e+07,1.543e-10,607.42,0.36651,8.6615e+05,541.05,0,0.95813,0,1,0.049789,0.049789,0,0
1.716e-05,1.7147e-11,0,0,-1.3958e+17,67.811,2238.8,-0.011145,2.2869e+07,1.549e-10,612.78,0.36777,8.6588e+05,541.04,0,0.95783,0,1,0.049912,0.049912,0,0
1.716e-05,1.7054e-11,0,0,-1.4056e+17,67.778,2245.9,-0.015212,2.2858e+07,1.555e-10,618.14,0.36903,8.6561e+05,541.03,0,0.95754,0,1,0.050035,0.050035,0,0
1.716e-05,1.6961e-11,0,0,-1.4154e+17,67.745,2253,-0.019279,2.2846e+07,1.561e-10,623.5,0.37029,8.6535e+05,541.02,0,0.95724,0,1,0.050158,0.050158,0,0
1.716e-05,1.6873e-11,0,0,-1.4256e+17,67.71,2260.3,-0.022212,2.2835e+07,1.5672e-10,629.05,0.37158,8.6507e+05,541.02,0,0.95693,0,1,0.050281,0.050281,0,0
1.716e-05,1.6784e-11,0,0,-1.4359e+17,67.675,2267.6,-0.025052,2.2823e+07,1.5735e-10,634.62,0.37288,8.6479e+05,541.01,0,0.95662,0,1,0.050404,0.050404,0,0
1.716e-05,1.6696e-11,0,0,-1.4462e+17,67.64,2274.8,-0.027891,2.2811e+07,1.5797e-10,640.19,0.37418,8.645e+05,541,0,0.95631,0,1,0.050527,0.050527,0,0
1.716e-05,1.6608e-11,0,0,-1.4565e+17,67.605,2282.1,-0.03073,2.2799e+07,1.5859e-10,645.76,0.37547,8.6422e+05,540.99,0,0.956,0,1,0.05065,0.05065,0,0
1.716e-05,1.652e-11,0,0,-1.4669e+17,67.571,2289.4,-0.03357,2.2787e+07,1.5922e-10,651.33,0.37677,8.6394e+05,540.98,0,0.95569,0,1,0.050773,0.050773,0,0
1.716e-05,1.6434e-11,0,0,-1.4773e+17,67.535,2296.7,-0.037692,2.2775e+07,1.5985e-10,656.93,0.37808,8.6366e+05,540.98,0,0.95537,0,1,0.050896,0.050896,0,0
1.716e-05,1.6354e-11,0,0,-1.4881e+17,67.499,2304.1,-0.045556,2.2762e+07,1.6051e-10,662.6,0.37941,8.6336e+05,540.97,0,0.95505,0,1,0.051019,0.051019,0,0
1.716e-05,1.6275e-11,0,0,-1.4988e+17,67.463,2311.6,-0.053419,2.275e+07,1.6117e-10,668.28,0.38074,8.6307e+05,540.96,0,0.95472,0,1,0.051142,0.051142,0,0
1.716e-05,1.6195e-11,0,0,-1.5096e+17,67.426,2319,-0.061282,2.2738e+07,1.6182e-10,673.95,0.38206,8.6277e+05,540.95,0,0.9544,0,1,0.051265,0.051265,0,0
1.716e-05,1.6115e-11,0,0,-1.5204e+17,67.39,2326.4,-0.069145,2.2725e+07,1.6248e-10,679.62,0.38339,8.6248e+05,540.94,0,0.95407,0,1,0.051388,0.051388,0,0
1.716e-05,1.6035e-11,0,0,-1.5312e+17,67.354,2333.8,-0.077008,2.2713e+07,1.6314e-10,685.3,0.38472,8.6218e+05,540.93,0,0.95374,0,1,0.051511,0.051511,0,0
1.716e-05,1.5958e-11,0,0,-1.5423e+17,67.316,2341.3,-0.068711,2.27e+07,1.6382e-10,691.09,0.38607,8.6188e+05,540.93,0,0.95341,0,1,0.051634,0.051634,0,0
1.716e-05,1.5883e-11,0,0,-1.5536e+17,67.278,2348.9,-0.049077,2.2687e+07,1.6451e-10,696.98,0.38743,8.6157e+05,540.92,0,0.95307,0,1,0.051756,0.051756,0,0
1.716e-05,1.5808e-11,0,0,-1.5649e+17,67.24,2356.4,-0.029443,2.2674e+07,1.652e-10,702.86,0.38879,8.6126e+05,540.91,0,0.95272,0,1,0.051879,0.051879,0,0
1.716e-05,1.5733e-11,0,0,-1.5763e+17,67.202,2364,-0.0098092,2.2661e+07,1.6589e-10,708.74,0.39015,8.6095e+05,540.9,0,0.95238,0,1,0.052002,0.052002,0,0
1.716e-05,1.5659e-11,0,0,-1.5876e+17,67.164,2371.5,0.0098249,2.2648e+07,1.6658e-10,714.63,0.39151,8.6064e+05,540.89,0,0.95204,0,1,0.052125,0.052125,0,0
1.716e-05,1.5584e-11,0,0,-1.5989e+17,67.126,2379.1,0.029458,2.2635e+07,1.6727e-10,720.51,0.39287,8.6033e+05,540.88,0,0.9517,0,1,0.052248,0.052248,0,0
1.716e-05,1.5513e-11,0,0,-1.6108e+17,67.086,2386.8,0.038966,2.2621e+07,1.6799e-10,726.57,0.39427,8.6001e+05,540.87,0,0.95134,0,1,0.052371,0.052371,0,0
1.716e-05,1.5443e-11,0,0,-1.6226e+17,67.047,2394.5,0.047593,2.2608e+07,1.6871e-10,732.64,0.39567,8.5969e+05,540.86,0,0.95098,0,1,0.052494,0.052494,0,0
1.716e-05,1.5374e-11,0,0,-1.6345e+17,67.007,2402.2,0.05622,2.2594e+07,1.6944e-10,738.71,0.39706,8.5936e+05,540.85,0,0.95062,0,1,0.052617,0.052617,0,0
1.716e-05,1.5304e-11,0,0,-1.6464e+17,66.967,2409.9,0.064847,2.2581e+07,1.7016e-10,744.78,0.39846,8.5904e+05,540.85,0,0.95026,0,1,0.05274,0.05274,0,0
1.716e-05,1.5234e-11,0,0,-1.6582e+17,66.927,2417.6,0.073474,2.2567e+07,1.7088e-10,750.85,0.39986,8.5871e+05,540.84,0,0.94991,0,1,0.052863,0.052863,0,0
1.716e-05,1.5166e-11,0,0,-1.6702e+17,66.887,2425.3,0.077594,2.2553e+07,1.7162e-10,756.94,0.40126,8.5839e+05,540.83,0,0.94954,0,1,0.052986,0.052986,0,0
1.716e-05,1.5103e-11,0,0,-1.6827e+17,66.846,2433.1,0.068351,2.2539e+07,1.7238e-10,763.09,0.40269,8.5805e+05,540.82,0,0.94917,0,1,0.053109,0.053109,0,0
1.716e-05,1.5039e-11,0,0,-1.6951e+17,66.804,2441,0.059109,2.2525e+07,1.7314e-10,769.25,0.40412,8.5771e+05,540.81,0,0.94879,0,1,0.053232,0.053232,0,0
1.716e-05,1.4976e-11,0,0,-1.7075e+17,66.763,2448.8,0.049866,2.2511e+07,1.739e-10,775.4,0.40555,8.5737e+05,540.8,0,0.94842,0,1,0.053355,0.053355,0,0
1.716e-05,1.4913e-11,0,0,-1.72e+17,66.721,2456.6,0.040623,2.2496e+07,1.7466e-10,781.55,0.40698,8.5703e+05,540.79,0,0.94804,0,1,0.053478,0.053478,0,0
1.716e-05,1.485e-11,0,0,-1.7324e+17,66.68,2464.5,0.03138,2.2482e+07,1.7542e-10,787.71,0.40841,8.5669e+05,540.78,0,0.94767,0,1,0.053601,0.053601,0,0
1.716e-05,1.479e-11,0,0,-1.7452e+17,66.637,2472.4,0.027091,2.2468e+07,1.762e-10,793.94,0.40985,8.5634e+05,540.77,0,0.94728,0,1,0.053723,0.053723,0,0
1.716e-05,1.4732e-11,0,0,-1.7582e+17,66.594,2480.3,0.026321,2.2453e+07,1.77e-10,800.23,0.41132,8.5598e+05,540.76,0,0.94689,0,1,0.053846,0.053846,0,0
1.716e-05,1.4674e-11,0,0,-1.7712e+17,66.55,2488.3,0.025552,2.2438e+07,1.778e-10,806.52,0.41278,8.5563e+05,540.75,0,0.94649,0,1,0.053969,0.053969,0,0
1.716e-05,1.4617e-11,0,0,-1.7843e+17,66.507,2496.2,0.024783,2.2423e+07,1.786e-10,812.81,0.41424,8.5527e+05,540.74,0,0.9461,0,1,0.054092,0.054092,0,0
1.716e-05,1.4559e-11,0,0,-1.7973e+17,66.463,2504.1,0.024014,2.2408e+07,1.794e-10,819.1,0.4157,8.5492e+05,540.73,0,0.9457,0,1,0.054215,0.054215,0,0
1.716e-05,1.4501e-11,0,0,-1.8103e+17,66.42,2512.1,0.023245,2.2394e+07,1.802e-10,825.39,0.41716,8.5456e+05,540.72,0,0.94531,0,1,0.054338,0.054338,0,0
1.716e-05,1.4447e-11,0,0,-1.8239e+17,66.375,2520.1,0.036958,2.2378e+07,1.8103e-10,831.81,0.41865,8.5419e+05,540.71,0,0.9449,0,1,0.054461,0.054461,0,0
1.716e-05,1.4393e-11,0,0,-1.8376e+17,66.33,2528.2,0.051988,2.2363e+07,1.8186e-10,838.25,0.42014,8.5382e+05,540.7,0,0.94449,0,1,0.054584,0.054584,0,0
1.716e-05,1.4339e-11,0,0,-1.8512e+17,66.285,2536.2,0.067016,2.2347e+07,1.8269e-10,844.68,0.42163,8.5344e+05,540.69,0,0.94408,0,1,0.054707,0.054707,0,0
1.716e-05,1.4286e-11,0,0,-1.8648e+17,66.239,2544.3,0.082045,2.2332e+07,1.8352e-10,851.11,0.42312,8.5307e+05,540.68,0,0.94366,0,1,0.05483,0.05483,0,0
1.716e-05,1.4232e-11,0,0,-1.8785e+17,66.194,2552.4,0.097075,2.2316e+07,1.8436e-10,857.55,0.42461,8.527e+05,540.67,0,0.94325,0,1,0.054953,0.054953,0,0
1.716e-05,1.4179e-11,0,0,-1.8923e+17,66.148,2560.4,0.10511,2.2301e+07,1.852e-10,864,0.42611,8.5232e+05,540.66,0,0.94284,0,1,0.055076,0.055076,0,0
1.716e-05,1.4131e-11,0,0,-1.9065e+17,66.101,2568.6,0.092038,2.2285e+07,1.8607e-10,870.53,0.42764,8.5193e+05,540.65,0,0.9424,0,1,0.055199,0.055199,0,0
1.716e-05,1.4082e-11,0,0,-1.9208e+17,66.054,2576.8,0.07897,2.2269e+07,1.8695e-10,877.05,0.42916,8.5154e+05,540.64,0,0.94197,0,1,0.055322,0.055322,0,0
1.716e-05,1.4034e-11,0,0,-1.9351e+17,66.007,2585,0.065902,2.2252e+07,1.8782e-10,883.58,0.43069,8.5115e+05,540.62,0,0.94154,0,1,0.055445,0.055445,0,0
1.716e-05,1.3985e-11,0,0,-1.9494e+17,65.96,2593.1,0.052834,2.2236e+07,1.887e-10,890.1,0.43221,8.5076e+05,540.61,0,0.94111,0,1,0.055568,0.055568,0,0
1.716e-05,1.3936e-11,0,0,-1.9636e+17,65.913,2601.3,0.039766,2.222e+07,1.8957e-10,896.63,0.43374,8.5037e+05,540.6,0,0.94068,0,1,0.05569,0.05569,0,0
1.716e-05,1.389e-11,0,0,-1.9783e+17,65.864,2609.6,0.036142,2.2204e+07,1.9047e-10,903.22,0.43528,8.4997e+05,540.59,0,0.94024,0,1,0.055813,0.055813,0,0
1.716e-05,1.3846e-11,0,0,-1.9932e+17,65.815,2617.8,0.039323,2.2187e+07,1.9138e-10,909.85,0.43684,8.4957e+05,540.58,0,0.93979,0,1,0.055936,0.055936,0,0
1.716e-05,1.3801e-11,0,0,-2.0081e+17,65.766,2626.1,0.042503,2.217e+07,1.923e-10,916.49,0.4384,8.4916e+05,540.57,0,0.93933,0,1,0.056059,0.056059,0,0
1.716e-05,1.3757e-11,0,0,-2.0231e+17,65.717,2634.4,0.045683,2.2153e+07,1.9321e-10,923.12,0.43995,8.4875e+05,540.56,0,0.93888,0,1,0.056182,0.056182,0,0
1.716e-05,1.3712e-11,0,0,-2.038e+17,65.668,2642.7,0.048863,2.2137e+07,1.9413e-10,929.75,0.44151,8.4834e+05,540.55,0,0.93843,0,1,0.056305,0.056305,0,0
1.716e-05,1.3668e-11,0,0,-2.053e+17,65.619,2650.9,0.052043,2.212e+07,1.9504e-10,936.39,0.44307,8.4793e+05,540.53,0,0.93798,0,1,0.056428,0.056428,0,0
1.716e-05,1.3626e-11,0,0,-2.0685e+17,65.568,2659.3,0.058024,2.2102e+07,1.96e-10,943.17,0.44466,8.4751e+05,540.52,0,0.93751,0,1,0.056551,0.056551,0,0
1.716e-05,1.3585e-11,0,0,-2.0841e+17,65.516,2667.7,0.064269,2.2085e+07,1.9696e-10,949.96,0.44625,8.4708e+05,540.51,0,0.93704,0,1,0.056674,0.056674,0,0
1.716e-05,1.3544e-11,0,0,-2.0997e+17,65.465,2676.1,0.070514,2.2067e+07,1.9792e-10,956.75,0.44784,8.4666e+05,540.5,0,0.93657,0,1,0.056797,0.056797,0,0
1.716e-05,1.3503e-11,0,0,-2.1153e+17,65.414,2684.4,0.076759,2.205e+07,1.9888e-10,963.54,0.44942,8.4623e+05,540.49,0,0.9361,0,1,0.05692,0.05692,0,0
1.716e-05,1.3462e-11,0,0,-2.1309e+17,65.363,2692.8,0.083004,2.2032e+07,1.9984e-10,970.34,0.45101,8.4581e+05,540.47,0,0.93563,0,1,0.057043,0.057043,0,0
1.716e-05,1.3422e-11,0,0,-2.1467e+17,65.311,2701.2,0.091104,2.2015e+07,2.0081e-10,977.16,0.45261,8.4537e+05,540.46,0,0.93515,0,1,0.057166,0.057166,0,0
1.716e-05,1.3384e-11,0,0,-2.1631e+17,65.258,2709.7,0.10489,2.1997e+07,2.0181e-10,984.08,0.45423,8.4493e+05,540.45,0,0.93465,0,1,0.057289,0.057289,0,0
1.716e-05,1.3346e-11,0,0,-2.1794e+17,65.205,2718.1,0.11868,2.1978e+07,2.0282e-10,991,0.45585,8.4448e+05,540.44,0,0.93416,0,1,0.057412,0.057412,0,0
1.716e-05,1.3308e-11,0,0,-2.1957e+17,65.151,2726.6,0.13247,2.196e+07,2.0382e-10,997.92,0.45748,8.4404e+05,540.42,0,0.93367,0,1,0.057535,0.057535,0,0
1.716e-05,1.327e-11,0,0,-2.2121e+17,65.098,2735,0.14626,2.1942e+07,2.0482e-10,1004.8,0.4591,8.4359e+05,540.41,0,0.93317,0,1,0.057657,0.057657,0,0
1.716e-05,1.3233e-11,0,0,-2.2284e+17,65.045,2743.5,0.16004,2.1924e+07,2.0582e-10,1011.8,0.46072,8.4314e+05,540.4,0,0.93268,0,1,0.05778,0.05778,0,0
1.716e-05,1.3197e-11,0,0,-2.2451e+17,64.99,2752,0.16383,2.1905e+07,2.0686e-10,1018.8,0.46236,8.4269e+05,540.39,0,0.93218,0,1,0.057903,0.057903,0,0
1.716e-05,1.3162e-11,0,0,-2.2622e+17,64.935,2760.6,0.16031,2.1886e+07,2.0791e-10,1025.8,0.46401,8.4222e+05,540.37,0,0.93166,0,1,0.058026,0.058026,0,0
1.716e-05,1.3127e-11,0,0,-2.2793e+17,64.879,2769.1,0.15679,2.1867e+07,2.0897e-10,1032.9,0.46567,8.4175e+05,540.36,0,0.93114,0,1,0.058149,0.058149,0,0
1.716e-05,1.3093e-11,0,0,-2.2963e+17,64.824,2777.7,0.15327,2.1848e+07,2.1002e-10,1039.9,0.46733,8.4129e+05,540.35,0,0.93063,0,1,0.058272,0.058272,0,0
1.716e-05,1.3058e-11,0,0,-2.3134e+17,64.768,2786.3,0.14975,2.1829e+07,2.1108e-10,1047,0.46898,8.4082e+05,540.33,0,0.93011,0,1,0.058395,0.058395,0,0
1.716e-05,1.3024e-11,0,0,-2.3305e+17,64.713,2794.8,0.14623,2.181e+07,2.1213e-10,1054.1,0.47064,8.4036e+05,540.32,0,0.9296,0,1,0.058518,0.058518,0,0
1.716e-05,1.2992e-11,0,0,-2.3483e+17,64.655,2803.5,0.14561,2.1791e+07,2.1323e-10,1061.2,0.47233,8.3987e+05,540.31,0,0.92906,0,1,0.058641,0.058641,0,0
1.716e-05,1.2961e-11,0,0,-2.3661e+17,64.597,2812.1,0.14527,2.1771e+07,2.1433e-10,1068.3,0.47401,8.3938e+05,540.29,0,0.92852,0,1,0.058764,0.058764,0,0
1.716e-05,1.293e-11,0,0,-2.384e+17,64.54,2820.7,0.14494,2.1751e+07,2.1542e-10,1075.4,0.4757,8.389e+05,540.28,0,0.92798,0,1,0.058887,0.058887,0,0
1.716e-05,1.2899e-11,0,0,-2.4018e+17,64.482,2829.4,0.14461,2.1731e+07,2.1652e-10,1082.5,0.47739,8.3841e+05,540.27,0,0.92744,0,1,0.05901,0.05901,0,0
1.716e-05,1.2867e-11,0,0,-2.4197e+17,64.424,2838,0.14427,2.1712e+07,2.1762e-10,1089.6,0.47908,8.3792e+05,540.25,0,0.9269,0,1,0.059133,0.059133,0,0
1.716e-05,1.2837e-11,0,0,-2.4377e+17,64.366,2846.7,0.14589,2.1692e+07,2.1873e-10,1096.8,0.48078,8.3743e+05,540.24,0,0.92636,0,1,0.059256,0.059256,0,0
1.716e-05,1.2808e-11,0,0,-2.4564e+17,64.306,2855.4,0.1536,2.1671e+07,2.1988e-10,1104,0.4825,8.3692e+05,540.23,0,0.92579,0,1,0.059379,0.059379,0,0
1.716e-05,1.2779e-11,0,0,-2.475e+17,64.246,2864.1,0.1613,2.1651e+07,2.2102e-10,1111.3,0.48422,8.3641e+05,540.21,0,0.92523,0,1,0.059502,0.059502,0,0
1.716e-05,1.275e-11,0,0,-2.4937e+17,64.186,2872.8,0.16901,2.163e+07,2.2217e-10,1118.5,0.48594,8.359e+05,540.2,0,0.92467,0,1,0.059624,0.059624,0,0
1.716e-05,1.2721e-11,0,0,-2.5123e+17,64.126,2881.5,0.17671,2.161e+07,2.2332e-10,1125.8,0.48766,8.3539e+05,540.18,0,0.9241,0,1,0.059747,0.059747,0,0
1.716e-05,1.2692e-11,0,0,-2.531e+17,64.066,2890.2,0.18442,2.1589e+07,2.2446e-10,1133,0.48938,8.3488e+05,540.17,0,0.92354,0,1,0.05987,0.05987,0,0
1.716e-05,1.2665e-11,0,0,-2.5501e+17,64.004,2898.9,0.18463,2.1568e+07,2.2564e-10,1140.3,0.49112,8.3436e+05,540.15,0,0.92296,0,1,0.059993,0.059993,0,0
1.716e-05,1.2639e-11,0,0,-2.5695e+17,63.942,2907.7,0.17931,2.1547e+07,2.2685e-10,1147.7,0.49287,8.3383e+05,540.14,0,0.92238,0,1,0.060116,0.060116,0,0
1.716e-05,1.2613e-11,0,0,-2.589e+17,63.879,2916.4,0.17399,2.1526e+07,2.2805e-10,1155,0.49463,8.333e+05,540.12,0,0.92179,0,1,0.060239,0.060239,0,0
1.716e-05,1.2588e-11,0,0,-2.6085e+17,63.817,2925.2,0.16866,2.1504e+07,2.2925e-10,1162.4,0.49638,8.3276e+05,540.11,0,0.9212,0,1,0.060362,0.060362,0,0
1.716e-05,1.2562e-11,0,0,-2.6279e+17,63.755,2934,0.16334,2.1483e+07,2.3046e-10,1169.7,0.49813,8.3223e+05,540.1,0,0.92061,0,1,0.060485,0.060485,0,0
1.716e-05,1.2536e-11,0,0,-2.6474e+17,63.692,2942.7,0.15801,2.1462e+07,2.3166e-10,1177,0.49988,8.317e+05,540.08,0,0.92002,0,1,0.060608,0.060608,0,0
1.716e-05,1.2512e-11,0,0,-2.6676e+17,63.628,2951.6,0.16329,2.144e+07,2.3292e-10,1184.5,0.50167,8.3115e+05,540.07,0,0.91941,0,1,0.060731,0.060731,0,0
1.716e-05,1.2488e-11,0,0,-2.688e+17,63.563,2960.4,0.16965,2.1418e+07,2.3418e-10,1192,0.50346,8.3059e+05,540.05,0,0.9188,0,1,0.060854,0.060854,0,0
1.716e-05,1.2464e-11,0,0,-2.7083e+17,63.498,2969.2,0.17601,2.1395e+07,2.3544e-10,1199.5,0.50525,8.3004e+05,540.03,0,0.91818,0,1,0.060977,0.060977,0,0
1.716e-05,1.244e-11,0,0,-2.7287e+17,63.433,2978.1,0.18237,2.1373e+07,2.367e-10,1207,0.50704,8.2948e+05,540.02,0,0.91757,0,1,0.0611,0.0611,0,0
1.716e-05,1.2416e-11,0,0,-2.749e+17,63.368,2986.9,0.18873,2.1351e+07,2.3796e-10,1214.5,0.50883,8.2893e+05,540,0,0.91695,0,1,0.061223,0.061223,0,0
1.716e-05,1.2393e-11,0,0,-2.7695e+17,63.303,2995.7,0.19371,2.1329e+07,2.3923e-10,1222,0.51063,8.2837e+05,539.99,0,0.91633,0,1,0.061346,0.061346,0,0
1.716e-05,1.2372e-11,0,0,-2.7908e+17,63.236,3004.6,0.19428,2.1306e+07,2.4054e-10,1229.5,0.51244,8.2779e+05,539.97,0,0.91569,0,1,0.061469,0.061469,0,0
1.716e-05,1.235e-11,0,0,-2.812e+17,63.168,3013.5,0.19486,2.1283e+07,2.4185e-10,1237.1,0.51426,8.2721e+05,539.96,0,0.91505,0,1,0.061591,0.061591,0,0
1.716e-05,1.2329e-11,0,0,-2.8332e+17,63.101,3022.3,0.19544,2.126e+07,2.4316e-10,1244.6,0.51608,8.2663e+05,539.94,0,0.91441,0,1,0.061714,0.061714,0,0
1.716e-05,1.2307e-11,0,0,-2.8544e+17,63.034,3031.2,0.19601,2.1237e+07,2.4448e-10,1252.2,0.5179,8.2605e+05,539.92,0,0.91377,0,1,0.061837,0.061837,0,0
1.716e-05,1.2286e-11,0,0,-2.8756e+17,62.966,3040,0.19659,2.1214e+07,2.4579e-10,1259.7,0.51972,8.2547e+05,539.91,0,0.91313,0,1,0.06196,0.06196,0,0
1.716e-05,1.2266e-11,0,0,-2.8974e+17,62.898,3048.9,0.19036,2.119e+07,2.4714e-10,1267.3,0.52156,8.2487e+05,539.89,0,0.91247,0,1,0.062083,0.062083,0,0
1.716e-05,1.2247e-11,0,0,-2.9195e+17,62.828,3057.9,0.17904,2.1167e+07,2.4852e-10,1275,0.52342,8.2427e+05,539.87,0,0.9118,0,1,0.062206,0.062206,0,0
1.716e-05,1.2228e-11,0,0,-2.9417e+17,62.758,3066.8,0.16771,2.1143e+07,2.4991e-10,1282.7,0.52527,8.2366e+05,539.86,0,0.91113,0,1,0.062329,0.062329,0,0
1.716e-05,1.2208e-11,0,0,-2.9639e+17,62.688,3075.7,0.15639,2.1119e+07,2.5129e-10,1290.4,0.52713,8.2306e+05,539.84,0,0.91046,0,1,0.062452,0.062452,0,0
1.716e-05,1.2189e-11,0,0,-2.986e+17,62.618,3084.6,0.14506,2.1095e+07,2.5268e-10,1298.1,0.52899,8.2245e+05,539.82,0,0.90979,0,1,0.062575,0.062575,0,0
1.716e-05,1.217e-11,0,0,-3.0082e+17,62.548,3093.5,0.13373,2.1071e+07,2.5406e-10,1305.8,0.53084,8.2185e+05,539.81,0,0.90912,0,1,0.062698,0.062698,0,0
1.716e-05,1.2151e-11,0,0,-3.0312e+17,62.476,3102.5,0.15963,2.1046e+07,2.5547e-10,1313.5,0.53273,8.2122e+05,539.79,0,0.90843,0,1,0.062821,0.062821,0,0
1.716e-05,1.2133e-11,0,0,-3.0543e+17,62.403,3111.4,0.18949,2.1022e+07,2.5688e-10,1321.2,0.53462,8.2059e+05,539.77,0,0.90773,0,1,0.062944,0.062944,0,0
1.716e-05,1.2114e-11,0,0,-3.0774e+17,62.331,3120.4,0.21934,2.0997e+07,2.5829e-10,1329,0.53651,8.1996e+05,539.75,0,0.90703,0,1,0.063067,0.063067,0,0
1.716e-05,1.2096e-11,0,0,-3.1005e+17,62.259,3129.3,0.2492,2.0972e+07,2.5969e-10,1336.7,0.5384,8.1933e+05,539.74,0,0.90634,0,1,0.06319,0.06319,0,0
1.716e-05,1.2077e-11,0,0,-3.1236e+17,62.186,3138.3,0.27905,2.0948e+07,2.611e-10,1344.5,0.54029,8.187e+05,539.72,0,0.90564,0,1,0.063313,0.063313,0,0
1.716e-05,1.2059e-11,0,0,-3.1469e+17,62.113,3147.2,0.29944,2.0923e+07,2.6253e-10,1352.2,0.54219,8.1806e+05,539.7,0,0.90493,0,1,0.063435,0.063435,0,0
1.716e-05,1.2043e-11,0,0,-3.171e+17,62.038,3156.2,0.2892,2.0897e+07,2.6401e-10,1360,0.54411,8.174e+05,539.68,0,0.90421,0,1,0.063558,0.063558,0,0
1.716e-05,1.2027e-11,0,0,-3.195e+17,61.963,3165.1,0.27896,2.0871e+07,2.6549e-10,1367.8,0.54603,8.1675e+05,539.67,0,0.90348,0,1,0.063681,0.063681,0,0
