"Mach","Pressure","Temperature","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.18171,8.9491e+05,541.87,0.98994,1,0.0087285,0.0087285,0,0
0.18182,8.9489e+05,541.87,0.98993,1,0.0088515,0.0088515,0,0
0.18192,8.9488e+05,541.87,0.98992,1,0.0089744,0.0089744,0,0
0.18204,8.9487e+05,541.87,0.9899,1,0.0090973,0.0090973,0,0
0.18215,8.9486e+05,541.87,0.98989,1,0.0092203,0.0092203,0,0
0.18226,8.9485e+05,541.87,0.98988,1,0.0093432,0.0093432,0,0
0.18238,8.9484e+05,541.87,0.98986,1,0.0094661,0.0094661,0,0
0.1825,8.9483e+05,541.86,0.98985,1,0.0095891,0.0095891,0,0
0.18262,8.9481e+05,541.86,0.98984,1,0.009712,0.009712,0,0
0.18274,8.948e+05,541.86,0.98982,1,0.009835,0.009835,0,0
0.18286,8.9479e+05,541.86,0.98981,1,0.0099579,0.0099579,0,0
0.18298,8.9478e+05,541.86,0.9898,1,0.010081,0.010081,0,0
0.18311,8.9476e+05,541.86,0.98978,1,0.010204,0.010204,0,0
0.18324,8.9475e+05,541.86,0.98977,1,0.010327,0.010327,0,0
0.18336,8.9474e+05,541.86,0.98975,1,0.01045,0.01045,0,0
0.1835,8.9472e+05,541.86,0.98974,1,0.010573,0.010573,0,0
0.18363,8.9471e+05,541.86,0.98972,1,0.010696,0.010696,0,0
0.18376,8.947e+05,541.86,0.98971,1,0.010818,0.010818,0,0
0.1839,8.9468e+05,541.86,0.98969,1,0.010941,0.010941,0,0
0.18404,8.9467e+05,541.86,0.98968,1,0.011064,0.011064,0,0
0.18418,8.9465e+05,541.86,0.98966,1,0.011187,0.011187,0,0
0.18432,8.9464e+05,541.86,0.98965,1,0.01131,0.01131,0,0
0.18446,8.9463e+05,541.86,0.98963,1,0.011433,0.011433,0,0
0.18461,8.9461e+05,541.86,0.98961,1,0.011556,0.011556,0,0
0.18476,8.946e+05,541.86,0.9896,1,0.011679,0.011679,0,0
0.1849,8.9458e+05,541.86,0.98958,1,0.011802,0.011802,0,0
0.18505,8.9456e+05,541.86,0.98956,1,0.011925,0.011925,0,0
0.1852,8.9455e+05,541.86,0.98955,1,0.012048,0.012048,0,0
0.18536,8.9453e+05,541.86,0.98953,1,0.012171,0.012171,0,0
0.18551,8.9452e+05,541.86,0.98951,1,0.012294,0.012294,0,0
0.18567,8.945e+05,541.86,0.98949,1,0.012417,0.012417,0,0
0.18582,8.9449e+05,541.86,0.98947,1,0.01254,0.01254,0,0
0.18599,8.9447e+05,541.85,0.98946,1,0.012663,0.012663,0,0
0.18615,8.9445e+05,541.85,0.98944,1,0.012785,0.012785,0,0
0.18631,8.9444e+05,541.85,0.98942,1,0.012908,0.012908,0,0
0.18647,8.9442e+05,541.85,0.9894,1,0.013031,0.013031,0,0
0.18664,8.944e+05,541.85,0.98938,1,0.013154,0.013154,0,0
0.18681,8.9438e+05,541.85,0.98936,1,0.013277,0.013277,0,0
0.18698,8.9437e+05,541.85,0.98934,1,0.0134,0.0134,0,0
0.18715,8.9435e+05,541.85,0.98932,1,0.013523,0.013523,0,0
0.18733,8.9433e+05,541.85,0.9893,1,0.013646,0.013646,0,0
0.18751,8.9431e+05,541.85,0.98928,1,0.013769,0.013769,0,0
0.18768,8.9429e+05,541.85,0.98926,1,0.013892,0.013892,0,0
0.18786,8.9427e+05,541.85,0.98924,1,0.014015,0.014015,0,0
0.18804,8.9425e+05,541.85,0.98922,1,0.014138,0.014138,0,0
0.18823,8.9424e+05,541.85,0.9892,1,0.014261,0.014261,0,0
0.18841,8.9422e+05,541.85,0.98918,1,0.014384,0.014384,0,0
0.18859,8.942e+05,541.85,0.98916,1,0.014507,0.014507,0,0
0.18878,8.9418e+05,541.85,0.98913,1,0.01463,0.01463,0,0
0.18898,8.9416e+05,541.85,0.98911,1,0.014752,0.014752,0,0
0.18917,8.9414e+05,541.85,0.98909,1,0.014875,0.014875,0,0
0.18936,8.9412e+05,541.84,0.98907,1,0.014998,0.014998,0,0
0.18956,8.941e+05,541.84,0.98904,1,0.015121,0.015121,0,0
0.18976,8.9407e+05,541.84,0.98902,1,0.015244,0.015244,0,0
0.18996,8.9405e+05,541.84,0.989,1,0.015367,0.015367,0,0
0.19016,8.9403e+05,541.84,0.98897,1,0.01549,0.01549,0,0
0.19036,8.9401e+05,541.84,0.98895,1,0.015613,0.015613,0,0
0.19057,8.9399e+05,541.84,0.98893,1,0.015736,0.015736,0,0
0.19078,8.9397e+05,541.84,0.9889,1,0.015859,0.015859,0,0
0.19098,8.9395e+05,541.84,0.98888,1,0.015982,0.015982,0,0
0.1912,8.9392e+05,541.84,0.98885,1,0.016105,0.016105,0,0
0.19142,8.939e+05,541.84,0.98883,1,0.016228,0.016228,0,0
0.19163,8.9388e+05,541.84,0.9888,1,0.016351,0.016351,0,0
0.19185,8.9385e+05,541.84,0.98878,1,0.016474,0.016474,0,0
0.19207,8.9383e+05,541.84,0.98875,1,0.016596,0.016596,0,0
0.19229,8.9381e+05,541.84,0.98872,1,0.016719,0.016719,0,0
0.19251,8.9378e+05,541.83,0.9887,1,0.016842,0.016842,0,0
0.19274,8.9376e+05,541.83,0.98867,1,0.016965,0.016965,0,0
0.19297,8.9373e+05,541.83,0.98864,1,0.017088,0.017088,0,0
0.1932,8.9371e+05,541.83,0.98862,1,0.017211,0.017211,0,0
0.19343,8.9368e+05,541.83,0.98859,1,0.017334,0.017334,0,0
0.19366,8.9366e+05,541.83,0.98856,1,0.017457,0.017457,0,0
0.19389,8.9363e+05,541.83,0.98853,1,0.01758,0.01758,0,0
0.19413,8.9361e+05,541.83,0.9885,1,0.017703,0.017703,0,0
0.19437,8.9358e+05,541.83,0.98848,1,0.017826,0.017826,0,0
0.19461,8.9356e+05,541.83,0.98845,1,0.017949,0.017949,0,0
0.19486,8.9353e+05,541.83,0.98842,1,0.018072,0.018072,0,0
0.19511,8.935e+05,541.83,0.98839,1,0.018195,0.018195,0,0
0.19535,8.9348e+05,541.83,0.98836,1,0.018318,0.018318,0,0
0.1956,8.9345e+05,541.83,0.98833,1,0.018441,0.018441,0,0
0.19585,8.9342e+05,541.82,0.9883,1,0.018563,0.018563,0,0
0.19611,8.9339e+05,541.82,0.98827,1,0.018686,0.018686,0,0
0.19636,8.9336e+05,541.82,0.98823,1,0.018809,0.018809,0,0
0.19662,8.9334e+05,541.82,0.9882,1,0.018932,0.018932,0,0
0.19688,8.9331e+05,541.82,0.98817,1,0.019055,0.019055,0,0
0.19714,8.9328e+05,541.82,0.98814,1,0.019178,0.019178,0,0
0.19741,8.9325e+05,541.82,0.98811,1,0.019301,0.019301,0,0
0.19767,8.9322e+05,541.82,0.98808,1,0.019424,0.019424,0,0
0.19794,8.9319e+05,541.82,0.98804,1,0.019547,0.019547,0,0
0.19822,8.9316e+05,541.82,0.98801,1,0.01967,0.01967,0,0
0.19849,8.9313e+05,541.82,0.98798,1,0.019793,0.019793,0,0
0.19876,8.931e+05,541.82,0.98794,1,0.019916,0.019916,0,0
0.19904,8.9307e+05,541.81,0.98791,1,0.020039,0.020039,0,0
0.19933,8.9304e+05,541.81,0.98787,1,0.020162,0.020162,0,0
0.19961,8.9301e+05,541.81,0.98784,1,0.020285,0.020285,0,0
0.19989,8.9298e+05,541.81,0.9878,1,0.020408,0.020408,0,0
0.20018,8.9294e+05,541.81,0.98777,1,0.02053,0.02053,0,0
0.20047,8.9291e+05,541.81,0.98773,1,0.020653,0.020653,0,0
0.20076,8.9288e+05,541.81,0.9877,1,0.020776,0.020776,0,0
0.20106,8.9285e+05,541.81,0.98766,1,0.020899,0.020899,0,0
0.20135,8.9281e+05,541.81,0.98762,1,0.021022,0.021022,0,0
0.20165,8.9278e+05,541.81,0.98759,1,0.021145,0.021145,0,0
0.20196,8.9274e+05,541.8,0.98755,1,0.021268,0.021268,0,0
0.20226,8.9271e+05,541.8,0.98751,1,0.021391,0.021391,0,0
0.20256,8.9268e+05,541.8,0.98747,1,0.021514,0.021514,0,0
0.20288,8.9264e+05,541.8,0.98743,1,0.021637,0.021637,0,0
0.20319,8.926e+05,541.8,0.98739,1,0.02176,0.02176,0,0
0.2035,8.9257e+05,541.8,0.98736,1,0.021883,0.021883,0,0
0.20381,8.9253e+05,541.8,0.98732,1,0.022006,0.022006,0,0
0.20413,8.925e+05,541.8,0.98728,1,0.022129,0.022129,0,0
0.20445,8.9246e+05,541.8,0.98724,1,0.022252,0.022252,0,0
0.20477,8.9242e+05,541.8,0.98719,1,0.022375,0.022375,0,0
0.20509,8.9239e+05,541.79,0.98715,1,0.022497,0.022497,0,0
0.20542,8.9235e+05,541.79,0.98711,1,0.02262,0.02262,0,0
0.20575,8.9231e+05,541.79,0.98707,1,0.022743,0.022743,0,0
0.20608,8.9227e+05,541.79,0.98703,1,0.022866,0.022866,0,0
0.20642,8.9224e+05,541.79,0.98699,1,0.022989,0.022989,0,0
0.20676,8.922e+05,541.79,0.98694,1,0.023112,0.023112,0,0
0.2071,8.9216e+05,541.79,0.9869,1,0.023235,0.023235,0,0
0.20744,8.9212e+05,541.79,0.98686,1,0.023358,0.023358,0,0
0.20778,8.9208e+05,541.79,0.98681,1,0.023481,0.023481,0,0
0.20813,8.9204e+05,541.78,0.98677,1,0.023604,0.023604,0,0
0.20848,8.92e+05,541.78,0.98672,1,0.023727,0.023727,0,0
0.20884,8.9196e+05,541.78,0.98668,1,0.02385,0.02385,0,0
0.20919,8.9191e+05,541.78,0.98663,1,0.023973,0.023973,0,0
0.20955,8.9187e+05,541.78,0.98658,1,0.024096,0.024096,0,0
0.20991,8.9183e+05,541.78,0.98654,1,0.024219,0.024219,0,0
0.21027,8.9179e+05,541.78,0.98649,1,0.024342,0.024342,0,0
0.21063,8.9174e+05,541.78,0.98644,1,0.024464,0.024464,0,0
0.21101,8.917e+05,541.78,0.98639,1,0.024587,0.024587,0,0
0.21138,8.9166e+05,541.77,0.98635,1,0.02471,0.02471,0,0
0.21175,8.9161e+05,541.77,0.9863,1,0.024833,0.024833,0,0
0.21213,8.9157e+05,541.77,0.98625,1,0.024956,0.024956,0,0
0.21251,8.9152e+05,541.77,0.9862,1,0.025079,0.025079,0,0
0.21289,8.9148e+05,541.77,0.98615,1,0.025202,0.025202,0,0
0.21327,8.9143e+05,541.77,0.9861,1,0.025325,0.025325,0,0
0.21366,8.9139e+05,541.77,0.98605,1,0.025448,0.025448,0,0
0.21405,8.9134e+05,541.76,0.98599,1,0.025571,0.025571,0,0
0.21444,8.9129e+05,541.76,0.98594,1,0.025694,0.025694,0,0
0.21484,8.9124e+05,541.76,0.98589,1,0.025817,0.025817,0,0
0.21524,8.912e+05,541.76,0.98584,1,0.02594,0.02594,0,0
0.21564,8.9115e+05,541.76,0.98578,1,0.026063,0.026063,0,0
0.21605,8.911e+05,541.76,0.98573,1,0.026186,0.026186,0,0
0.21645,8.9105e+05,541.76,0.98567,1,0.026309,0.026309,0,0
0.21686,8.91e+05,541.75,0.98562,1,0.026431,0.026431,0,0
0.21728,8.9095e+05,541.75,0.98556,1,0.026554,0.026554,0,0
0.21769,8.909e+05,541.75,0.98551,1,0.026677,0.026677,0,0
0.21811,8.9085e+05,541.75,0.98545,1,0.0268,0.0268,0,0
0.21853,8.908e+05,541.75,0.98539,1,0.026923,0.026923,0,0
0.21896,8.9074e+05,541.75,0.98534,1,0.027046,0.027046,0,0
0.21939,8.9069e+05,541.75,0.98528,1,0.027169,0.027169,0,0
0.21982,8.9064e+05,541.74,0.98522,1,0.027292,0.027292,0,0
0.22025,8.9059e+05,541.74,0.98516,1,0.027415,0.027415,0,0
0.22069,8.9053e+05,541.74,0.9851,1,0.027538,0.027538,0,0
0.22113,8.9048e+05,541.74,0.98504,1,0.027661,0.027661,0,0
0.22157,8.9042e+05,541.74,0.98498,1,0.027784,0.027784,0,0
0.22202,8.9037e+05,541.74,0.98492,1,0.027907,0.027907,0,0
0.22247,8.9031e+05,541.74,0.98486,1,0.02803,0.02803,0,0
0.22292,8.9025e+05,541.73,0.98479,1,0.028153,0.028153,0,0
0.22338,8.902e+05,541.73,0.98473,1,0.028276,0.028276,0,0
0.22383,8.9014e+05,541.73,0.98467,1,0.028398,0.028398,0,0
0.22429,8.9008e+05,541.73,0.9846,1,0.028521,0.028521,0,0
0.22476,8.9002e+05,541.73,0.98454,1,0.028644,0.028644,0,0
0.22522,8.8996e+05,541.73,0.98447,1,0.028767,0.028767,0,0
0.22569,8.8991e+05,541.72,0.98441,1,0.02889,0.02889,0,0
0.22616,8.8985e+05,541.72,0.98434,1,0.029013,0.029013,0,0
0.22665,8.8978e+05,541.72,0.98427,1,0.029136,0.029136,0,0
0.22713,8.8972e+05,541.72,0.98421,1,0.029259,0.029259,0,0
0.22761,8.8966e+05,541.72,0.98414,1,0.029382,0.029382,0,0
0.22809,8.896e+05,541.71,0.98407,1,0.029505,0.029505,0,0
0.22859,8.8954e+05,541.71,0.984,1,0.029628,0.029628,0,0
0.22908,8.8947e+05,541.71,0.98393,1,0.029751,0.029751,0,0
0.22958,8.8941e+05,541.71,0.98386,1,0.029874,0.029874,0,0
0.23007,8.8935e+05,541.71,0.98379,1,0.029997,0.029997,0,0
0.23058,8.8928e+05,541.71,0.98372,1,0.03012,0.03012,0,0
0.23109,8.8921e+05,541.7,0.98364,1,0.030243,0.030243,0,0
0.2316,8.8915e+05,541.7,0.98357,1,0.030365,0.030365,0,0
0.23211,8.8908e+05,541.7,0.9835,1,0.030488,0.030488,0,0
0.23263,8.8901e+05,541.7,0.98342,1,0.030611,0.030611,0,0
0.23315,8.8894e+05,541.7,0.98335,1,0.030734,0.030734,0,0
0.23367,8.8888e+05,541.69,0.98327,1,0.030857,0.030857,0,0
0.2342,8.8881e+05,541.69,0.98319,1,0.03098,0.03098,0,0
0.23473,8.8874e+05,541.69,0.98312,1,0.031103,0.031103,0,0
0.23527,8.8867e+05,541.69,0.98304,1,0.031226,0.031226,0,0
0.2358,8.886e+05,541.69,0.98296,1,0.031349,0.031349,0,0
0.23634,8.8852e+05,541.68,0.98288,1,0.031472,0.031472,0,0
0.23689,8.8845e+05,541.68,0.9828,1,0.031595,0.031595,0,0
0.23744,8.8838e+05,541.68,0.98272,1,0.031718,0.031718,0,0
0.23799,8.883e+05,541.68,0.98264,1,0.031841,0.031841,0,0
0.23854,8.8823e+05,541.68,0.98256,1,0.031964,0.031964,0,0
0.2391,8.8816e+05,541.67,0.98247,1,0.032087,0.032087,0,0
0.23967,8.8808e+05,541.67,0.98239,1,0.032209,0.032209,0,0
0.24024,8.88e+05,541.67,0.9823,1,0.032332,0.032332,0,0
0.2408,8.8793e+05,541.67,0.98222,1,0.032455,0.032455,0,0
0.24138,8.8785e+05,541.66,0.98213,1,0.032578,0.032578,0,0
0.24196,8.8777e+05,541.66,0.98204,1,0.032701,0.032701,0,0
0.24254,8.8769e+05,541.66,0.98196,1,0.032824,0.032824,0,0
0.24312,8.8761e+05,541.66,0.98187,1,0.032947,0.032947,0,0
0.24372,8.8753e+05,541.66,0.98178,1,0.03307,0.03307,0,0
0.24431,8.8745e+05,541.65,0.98169,1,0.033193,0.033193,0,0
0.24491,8.8736e+05,541.65,0.9816,1,0.033316,0.033316,0,0
0.2455,8.8728e+05,541.65,0.98151,1,0.033439,0.033439,0,0
0.24611,8.872e+05,541.65,0.98141,1,0.033562,0.033562,0,0
0.24672,8.8711e+05,541.64,0.98132,1,0.033685,0.033685,0,0
0.24733,8.8703e+05,541.64,0.98123,1,0.033808,0.033808,0,0
0.24794,8.8694e+05,541.64,0.98113,1,0.033931,0.033931,0,0
0.24857,8.8686e+05,541.64,0.98103,1,0.034054,0.034054,0,0
0.24919,8.8677e+05,541.63,0.98094,1,0.034176,0.034176,0,0
0.24982,8.8668e+05,541.63,0.98084,1,0.034299,0.034299,0,0
0.25045,8.8659e+05,541.63,0.98074,1,0.034422,0.034422,0,0
0.25108,8.865e+05,541.63,0.98064,1,0.034545,0.034545,0,0
0.25173,8.8641e+05,541.62,0.98054,1,0.034668,0.034668,0,0
0.25237,8.8632e+05,541.62,0.98044,1,0.034791,0.034791,0,0
0.25302,8.8623e+05,541.62,0.98034,1,0.034914,0.034914,0,0
0.25367,8.8613e+05,541.62,0.98024,1,0.035037,0.035037,0,0
0.25433,8.8604e+05,541.61,0.98013,1,0.03516,0.03516,0,0
0.25499,8.8594e+05,541.61,0.98003,1,0.035283,0.035283,0,0
0.25566,8.8585e+05,541.61,0.97992,1,0.035406,0.035406,0,0
0.25633,8.8575e+05,541.6,0.97981,1,0.035529,0.035529,0,0
0.25701,8.8565e+05,541.6,0.9797,1,0.035652,0.035652,0,0
0.25769,8.8555e+05,541.6,0.97959,1,0.035775,0.035775,0,0
0.25836,8.8545e+05,541.6,0.97949,1,0.035898,0.035898,0,0
0.25905,8.8535e+05,541.59,0.97937,1,0.036021,0.036021,0,0
0.25974,8.8525e+05,541.59,0.97926,1,0.036143,0.036143,0,0
0.26044,8.8515e+05,541.59,0.97915,1,0.036266,0.036266,0,0
0.26113,8.8505e+05,541.58,0.97903,1,0.036389,0.036389,0,0
0.26183,8.8494e+05,541.58,0.97892,1,0.036512,0.036512,0,0
0.26255,8.8484e+05,541.58,0.9788,1,0.036635,0.036635,0,0
0.26326,8.8473e+05,541.58,0.97868,1,0.036758,0.036758,0,0
0.26397,8.8462e+05,541.57,0.97857,1,0.036881,0.036881,0,0
0.26469,8.8452e+05,541.57,0.97845,1,0.037004,0.037004,0,0
0.26542,8.8441e+05,541.57,0.97833,1,0.037127,0.037127,0,0
0.26615,8.843e+05,541.56,0.97821,1,0.03725,0.03725,0,0
0.26688,8.8419e+05,541.56,0.97808,1,0.037373,0.037373,0,0
0.26762,8.8408e+05,541.56,0.97796,1,0.037496,0.037496,0,0
0.26836,8.8396e+05,541.55,0.97784,1,0.037619,0.037619,0,0
0.26911,8.8385e+05,541.55,0.97771,1,0.037742,0.037742,0,0
0.26986,8.8373e+05,541.55,0.97758,1,0.037865,0.037865,0,0
0.27061,8.8362e+05,541.54,0.97745,1,0.037988,0.037988,0,0
0.27138,8.835e+05,541.54,0.97732,1,0.03811,0.03811,0,0
0.27215,8.8338e+05,541.54,0.97719,1,0.038233,0.038233,0,0
0.27291,8.8326e+05,541.53,0.97706,1,0.038356,0.038356,0,0
0.27368,8.8314e+05,541.53,0.97693,1,0.038479,0.038479,0,0
0.27447,8.8302e+05,541.53,0.97679,1,0.038602,0.038602,0,0
0.27526,8.829e+05,541.52,0.97666,1,0.038725,0.038725,0,0
0.27604,8.8278e+05,541.52,0.97652,1,0.038848,0.038848,0,0
0.27683,8.8265e+05,541.52,0.97639,1,0.038971,0.038971,0,0
0.27764,8.8253e+05,541.51,0.97624,1,0.039094,0.039094,0,0
0.27844,8.824e+05,541.51,0.9761,1,0.039217,0.039217,0,0
0.27925,8.8227e+05,541.5,0.97596,1,0.03934,0.03934,0,0
0.28006,8.8214e+05,541.5,0.97582,1,0.039463,0.039463,0,0
0.28088,8.8201e+05,541.5,0.97567,1,0.039586,0.039586,0,0
0.2817,8.8188e+05,541.49,0.97553,1,0.039709,0.039709,0,0
0.28253,8.8175e+05,541.49,0.97538,1,0.039832,0.039832,0,0
0.28335,8.8161e+05,541.49,0.97524,1,0.039955,0.039955,0,0
0.2842,8.8148e+05,541.48,0.97508,1,0.040077,0.040077,0,0
0.28504,8.8134e+05,541.48,0.97493,1,0.0402,0.0402,0,0
0.28588,8.812e+05,541.47,0.97478,1,0.040323,0.040323,0,0
0.28673,8.8106e+05,541.47,0.97463,1,0.040446,0.040446,0,0
0.28759,8.8092e+05,541.47,0.97447,1,0.040569,0.040569,0,0
0.28846,8.8078e+05,541.46,0.97431,1,0.040692,0.040692,0,0
0.28932,8.8064e+05,541.46,0.97416,1,0.040815,0.040815,0,0
0.29019,8.805e+05,541.45,0.974,1,0.040938,0.040938,0,0
0.29107,8.8035e+05,541.45,0.97384,1,0.041061,0.041061,0,0
0.29196,8.802e+05,541.45,0.97367,1,0.041184,0.041184,0,0
0.29284,8.8005e+05,541.44,0.97351,1,0.041307,0.041307,0,0
0.29373,8.7991e+05,541.44,0.97335,1,0.04143,0.04143,0,0
0.29463,8.7975e+05,541.43,0.97318,1,0.041553,0.041553,0,0
0.29554,8.796e+05,541.43,0.97301,1,0.041676,0.041676,0,0
0.29644,8.7945e+05,541.42,0.97284,1,0.041799,0.041799,0,0
0.29735,8.793e+05,541.42,0.97267,1,0.041922,0.041922,0,0
0.29827,8.7914e+05,541.42,0.9725,1,0.042044,0.042044,0,0
0.2992,8.7898e+05,541.41,0.97232,1,0.042167,0.042167,0,0
0.30013,8.7882e+05,541.41,0.97215,1,0.04229,0.04229,0,0
0.30105,8.7866e+05,541.4,0.97197,1,0.042413,0.042413,0,0
0.30199,8.785e+05,541.4,0.97179,1,0.042536,0.042536,0,0
0.30294,8.7833e+05,541.39,0.97161,1,0.042659,0.042659,0,0
0.30389,8.7817e+05,541.39,0.97143,1,0.042782,0.042782,0,0
0.30483,8.78e+05,541.38,0.97124,1,0.042905,0.042905,0,0
0.30579,8.7784e+05,541.38,0.97106,1,0.043028,0.043028,0,0
0.30676,8.7767e+05,541.37,0.97087,1,0.043151,0.043151,0,0
0.30773,8.7749e+05,541.37,0.97068,1,0.043274,0.043274,0,0
0.3087,8.7732e+05,541.36,0.97049,1,0.043397,0.043397,0,0
0.30969,8.7715e+05,541.36,0.9703,1,0.04352,0.04352,0,0
0.31068,8.7697e+05,541.35,0.9701,1,0.043643,0.043643,0,0
0.31167,8.7679e+05,541.35,0.96991,1,0.043766,0.043766,0,0
0.31266,8.7662e+05,541.34,0.96971,1,0.043889,0.043889,0,0
0.31367,8.7644e+05,541.34,0.96951,1,0.044011,0.044011,0,0
0.31468,8.7626e+05,541.33,0.96931,1,0.044134,0.044134,0,0
0.31569,8.7607e+05,541.33,0.96911,1,0.044257,0.044257,0,0
0.3167,8.7589e+05,541.32,0.9689,1,0.04438,0.04438,0,0
0.31773,8.757e+05,541.32,0.9687,1,0.044503,0.044503,0,0
