nodeID,x[-],y[-],u[m/s],v[m/s],c[m/s],M[-],d[kg/m3],T[K],P[Pa],s[J/kgK],h[J/kg],G[-],theta[deg]
2598,0.00201018,0,112.501,0,108.604,1.03588,38.4604,533.323,569890,706.119,344137,0.76395,0
2697,0.0020396,0,112.307,0,108.556,1.03455,38.5315,533.346,570728,706.119,344159,0.763457,0
2796,0.00209531,0,112.268,0,108.547,1.03428,38.5457,533.351,570896,706.119,344163,0.763358,0
2895,0.00217648,0,112.377,0,108.574,1.03503,38.5059,533.338,570427,706.119,344151,0.763634,0
2994,0.00228096,0,112.622,0,108.633,1.03671,38.416,533.309,569366,706.119,344123,0.764258,0
3093,0.0024058,0,112.991,0,108.724,1.03925,38.2806,533.265,567767,706.119,344082,0.765196,0
3192,0.00261899,0,113.905,0,108.946,1.04551,37.9472,533.157,563818,706.119,343978,0.767504,0
3291,0.00281167,0,114.729,0,109.146,1.05115,37.6476,533.059,560255,706.119,343884,0.769575,0
3390,0.00296909,0,115.352,0,109.297,1.0554,37.4223,532.985,557567,706.119,343812,0.77113,0
3489,0.00309685,0,115.792,0,109.403,1.0584,37.2634,532.933,555667,706.119,343761,0.772226,0
3588,0.00319849,0,116.064,0,109.469,1.06025,37.1652,532.901,554492,706.119,343730,0.772903,0
3687,0.00327634,0,116.18,0,109.497,1.06104,37.1235,532.887,553992,706.119,343716,0.77319,0
3786,0.00336447,0,116.375,0,109.543,1.06237,37.0535,532.864,553152,706.119,343694,0.773672,0
3885,0.00350544,0,116.953,0,109.682,1.06629,36.8462,532.795,550661,706.119,343626,0.775099,0
3984,0.00363212,0,117.442,0,109.799,1.0696,36.6714,532.736,548556,706.119,343569,0.776302,0
4083,0.00374599,0,117.848,0,109.896,1.07236,36.5264,532.688,546807,706.119,343521,0.777298,0
4182,0.00384817,0,118.177,0,109.975,1.07458,36.4092,532.649,545390,706.119,343482,0.778103,0
4281,0.00393961,0,118.434,0,110.036,1.07632,36.3178,532.618,544284,706.119,343452,0.778731,0
4380,0.00402106,0,118.624,0,110.081,1.0776,36.2505,532.595,543469,706.119,343429,0.779193,0
4479,0.00410985,0,118.878,0,110.142,1.07932,36.1602,532.565,542374,706.119,343399,0.779812,0
4578,0.0042212,0,119.318,0,110.246,1.08229,36.0045,532.512,540483,706.119,343347,0.78088,0
4677,0.00432473,0,119.708,0,110.339,1.08491,35.867,532.465,538811,706.119,343300,0.781822,0
4776,0.00442099,0,120.05,0,110.419,1.08721,35.7466,532.424,537343,706.119,343259,0.782646,0
4875,0.00451045,0,120.347,0,110.49,1.08921,35.642,532.389,536068,706.119,343223,0.783361,0
4974,0.00459356,0,120.602,0,110.55,1.09093,35.5524,532.358,534973,706.119,343193,0.783975,0
5073,0.00467067,0,120.818,0,110.601,1.09238,35.4766,532.332,534046,706.119,343167,0.784493,0
5172,0.00474213,0,120.998,0,110.643,1.09359,35.4138,532.31,533278,706.119,343145,0.784922,0
5271,0.00482352,0,121.27,0,110.707,1.09541,35.3187,532.278,532113,706.119,343112,0.785572,0
5370,0.00491071,0,121.601,0,110.785,1.09763,35.203,532.238,530694,706.119,343072,0.786362,0
5469,0.00499313,0,121.903,0,110.855,1.09966,35.0976,532.202,529400,706.119,343035,0.787081,0
5568,0.00507097,0,122.178,0,110.92,1.1015,35.002,532.168,528224,706.119,343001,0.787734,0
5667,0.00514445,0,122.427,0,110.978,1.10317,34.9155,532.138,527160,706.119,342971,0.788323,0
5766,0.00521374,0,122.652,0,111.03,1.10467,34.8376,532.111,526199,706.119,342943,0.788854,0
5865,0.005279,0,122.854,0,111.077,1.10602,34.7677,532.087,525337,706.119,342919,0.789331,0
5964,0.00534038,0,123.034,0,111.119,1.10722,34.7052,532.065,524566,706.119,342896,0.789756,0
6063,0.00539801,0,123.195,0,111.157,1.1083,34.6498,532.046,523881,706.119,342877,0.790134,0
6162,0.00545471,0,123.36,0,111.195,1.1094,34.5925,532.026,523174,706.119,342856,0.790524,0
6261,0.00551886,0,123.606,0,111.252,1.11104,34.508,531.996,522128,706.119,342826,0.791099,0
6360,0.00557907,0,123.831,0,111.305,1.11254,34.4305,531.969,521168,706.119,342798,0.791627,0
6459,0.00563537,0,124.036,0,111.352,1.11391,34.3597,531.944,520291,706.119,342773,0.792108,0
6558,0.00568776,0,124.224,0,111.396,1.11516,34.2954,531.922,519493,706.119,342749,0.792545,0
6657,0.00573624,0,124.393,0,111.435,1.11629,34.2373,531.901,518772,706.119,342728,0.79294,0
6756,0.00578072,0,124.545,0,111.47,1.1173,34.1852,531.883,518125,706.119,342709,0.793294,0
6855,0.00582111,0,124.68,0,111.501,1.1182,34.139,531.866,517551,706.119,342693,0.793608,0
6954,0.00585721,0,124.798,0,111.528,1.11898,34.0985,531.852,517048,706.119,342678,0.793883,0
7053,0.0058887,0,124.899,0,111.552,1.11965,34.0639,531.84,516617,706.119,342665,0.794117,0
7152,0.00591509,0,124.982,0,111.571,1.12021,34.0355,531.83,516263,706.119,342655,0.794311,0
7251,0.00593542,0,125.046,0,111.585,1.12063,34.0139,531.822,515994,706.119,342647,0.794457,0
7350,0.00594768,0,125.083,0,111.594,1.12088,34.001,531.818,515833,706.119,342642,0.794545,0
7449,0.00595807,0,125.115,0,111.601,1.12109,33.9901,531.814,515698,706.119,342638,0.794619,0
7548,0.00597763,0,125.174,0,111.615,1.12148,33.9699,531.807,515447,706.119,342631,0.794756,0
7647,0.00600304,0,125.25,0,111.632,1.12199,33.9441,531.797,515125,706.119,342621,0.794931,0
7746,0.00603293,0,125.337,0,111.652,1.12257,33.9144,531.787,514754,706.119,342610,0.795133,0
7845,0.00606652,0,125.433,0,111.674,1.1232,33.8817,531.775,514347,706.119,342598,0.795354,0
7944,0.00610485,0,125.549,0,111.701,1.12398,33.8421,531.761,513853,706.119,342584,0.795623,0
8043,0.0061523,0,125.729,0,111.742,1.12517,33.7809,531.739,513089,706.119,342561,0.796038,0
8142,0.00620275,0,125.917,0,111.786,1.12642,33.717,531.717,512291,706.119,342538,0.796471,0
8241,0.00625585,0,126.112,0,111.83,1.12771,33.651,531.693,511465,706.119,342513,0.796919,0
8340,0.00631132,0,126.311,0,111.876,1.12903,33.5834,531.669,510620,706.119,342488,0.797376,0
8439,0.00636889,0,126.513,0,111.922,1.13037,33.5149,531.644,509763,706.119,342462,0.79784,0
8538,0.00642832,0,126.717,0,111.968,1.13172,33.446,531.62,508898,706.119,342437,0.798307,0
8637,0.00648941,0,126.921,0,112.015,1.13307,33.377,531.595,508034,706.119,342411,0.798774,0
8736,0.00655195,0,127.124,0,112.061,1.13441,33.3085,531.57,507174,706.119,342385,0.799237,0
8835,0.00661576,0,127.324,0,112.107,1.13574,33.241,531.546,506325,706.119,342359,0.799695,0
8934,0.00668066,0,127.521,0,112.152,1.13704,33.1747,531.522,505493,706.119,342334,0.800142,0
9033,0.00674832,0,127.73,0,112.199,1.13843,33.1044,531.496,504608,706.119,342308,0.800618,0
9132,0.00682568,0,128.019,0,112.265,1.14033,33.0076,531.461,503388,706.119,342271,0.801272,0
9231,0.00690413,0,128.305,0,112.329,1.14222,32.9119,531.427,502181,706.119,342234,0.801918,0
9330,0.00698351,0,128.586,0,112.393,1.14408,32.8177,531.392,500992,706.119,342198,0.802554,0
9429,0.0070637,0,128.863,0,112.455,1.1459,32.7254,531.359,499825,706.119,342162,0.803177,0
9528,0.00714456,0,129.134,0,112.516,1.14769,32.6352,531.326,498684,706.119,342127,0.803786,0
9627,0.00722598,0,129.397,0,112.576,1.14942,32.5475,531.294,497574,706.119,342093,0.804377,0
9726,0.00730784,0,129.653,0,112.633,1.15111,32.4627,531.262,496498,706.119,342060,0.804949,0
9825,0.00739336,0,129.932,0,112.696,1.15294,32.3702,531.228,495323,706.119,342024,0.805572,0
9924,0.00748688,0,130.277,0,112.773,1.15522,32.2559,531.186,493871,706.119,341979,0.806341,0
10023,0.00758078,0,130.614,0,112.849,1.15743,32.1446,531.145,492455,706.119,341935,0.80709,0
10122,0.00767495,0,130.942,0,112.922,1.15959,32.0366,531.105,491079,706.119,341892,0.807816,0
10221,0.00776929,0,131.26,0,112.992,1.16167,31.9322,531.066,489747,706.119,341851,0.808518,0
10320,0.00786371,0,131.567,0,113.06,1.16368,31.8317,531.029,488463,706.119,341810,0.809194,0
10419,0.00795811,0,131.861,0,113.126,1.16561,31.7353,530.993,487230,706.119,341772,0.809841,0
10518,0.00805963,0,132.215,0,113.204,1.16793,31.6197,530.949,485750,706.119,341725,0.810617,0
10617,0.00816463,0,132.592,0,113.288,1.1704,31.4969,530.903,484174,706.119,341675,0.811441,0
10716,0.00827002,0,132.961,0,113.369,1.17282,31.3769,530.858,482633,706.119,341626,0.812246,0
10815,0.00837571,0,133.322,0,113.448,1.17518,31.2601,530.814,481131,706.119,341578,0.813029,0
10914,0.00848164,0,133.672,0,113.525,1.17747,31.1466,530.77,479669,706.119,341531,0.813789,0
11013,0.00858773,0,134.013,0,113.6,1.1797,31.0366,530.729,478250,706.119,341485,0.814525,0
11112,0.00870249,0,134.431,0,113.691,1.18242,30.9023,530.677,476516,706.119,341429,0.815423,0
11211,0.0088185,0,134.849,0,113.782,1.18515,30.7681,530.626,474781,706.119,341373,0.81632,0
11310,0.00893422,0,135.252,0,113.87,1.18777,30.6391,530.576,473109,706.119,341319,0.817182,0
11409,0.00904957,0,135.639,0,113.954,1.1903,30.5155,530.529,471506,706.119,341266,0.818007,0
11508,0.00916446,0,136.009,0,114.034,1.19271,30.3976,530.483,469973,706.119,341216,0.818795,0
11607,0.00928471,0,136.423,0,114.123,1.1954,30.2662,530.432,468263,706.119,341160,0.819671,0
11706,0.00940932,0,136.87,0,114.219,1.19831,30.1249,530.377,466421,706.119,341099,0.820613,0
11805,0.00953364,0,137.301,0,114.312,1.20111,29.9888,530.324,464644,706.119,341039,0.821519,0
11904,0.00965759,0,137.716,0,114.401,1.2038,29.8582,530.273,462936,706.119,340982,0.822388,0
12003,0.0097811,0,138.114,0,114.486,1.20639,29.7333,530.223,461300,706.119,340927,0.823219,0
12102,0.00991051,0,138.562,0,114.581,1.20929,29.5933,530.168,459464,706.119,340866,0.82415,0
12201,0.010043,0,139.028,0,114.68,1.21231,29.4479,530.11,457553,706.119,340801,0.825116,0
12300,0.0111341,0,142.839,0,115.478,1.23694,28.2775,529.637,442054,706.119,340264,0.832866,0
12399,0.0111616,0,142.862,0,115.483,1.23708,28.2707,529.635,441962,706.119,340260,0.832911,0
12498,0.0112745,0,143.196,0,115.552,1.23924,28.1696,529.593,440613,706.119,340213,0.833578,0
12597,0.0114657,0,143.796,0,115.675,1.2431,27.9885,529.518,438193,706.119,340126,0.834773,0
12696,0.0117295,0,144.66,0,115.852,1.24866,27.7296,529.41,434724,706.119,340002,0.836479,0
12795,0.0120559,0,145.755,0,116.075,1.25569,27.4038,529.274,430342,706.119,339843,0.838623,0
12894,0.0126517,0,147.818,0,116.49,1.26893,26.7967,529.016,422133,706.119,339540,0.842608,0
12993,0.0131849,0,149.689,0,116.861,1.28091,26.2546,528.781,414753,706.119,339262,0.846158,0
13092,0.0136104,0,151.189,0,117.155,1.2905,25.8252,528.592,408875,706.119,339036,0.848962,0
13191,0.0139401,0,152.319,0,117.374,1.29772,25.5053,528.45,404475,706.119,338865,0.851048,0
13290,0.0141875,0,153.141,0,117.533,1.30297,25.2741,528.346,401286,706.119,338739,0.852553,0
13389,0.0143616,0,153.699,0,117.64,1.30652,25.1181,528.275,399129,706.119,338653,0.853568,0
13488,0.014569,0,154.38,0,117.77,1.31086,24.9289,528.19,396507,706.119,338549,0.854798,0
13587,0.0149524,0,155.764,0,118.032,1.31968,24.5468,528.014,391196,706.119,338334,0.857278,0
13686,0.0152845,0,156.912,0,118.247,1.32699,24.2331,527.869,386818,706.119,338154,0.85931,0
13785,0.0155809,0,157.957,0,118.441,1.33363,23.9502,527.736,382856,706.119,337990,0.86114,0
13884,0.0158347,0,158.802,0,118.597,1.339,23.7231,527.629,379666,706.119,337856,0.862608,0
13983,0.0160596,0,159.57,0,118.738,1.34388,23.5181,527.531,376780,706.119,337734,0.863931,0
14082,0.0162497,0,160.185,0,118.85,1.34778,23.3548,527.452,374475,706.119,337636,0.864984,0
14181,0.0164609,0,160.853,0,118.972,1.35203,23.1784,527.367,371980,706.119,337528,0.866121,0
14280,0.0167537,0,161.864,0,119.154,1.35845,22.913,527.238,368218,706.119,337365,0.867829,0
14379,0.017018,0,162.743,0,119.311,1.36402,22.6842,527.126,364966,706.119,337222,0.8693,0
14478,0.0172629,0,163.569,0,119.458,1.36926,22.4709,527.02,361925,706.119,337088,0.87067,0
14577,0.0174849,0,164.296,0,119.586,1.37387,22.284,526.927,359256,706.119,336969,0.871869,0
14676,0.0176836,0,164.915,0,119.695,1.37779,22.126,526.847,356994,706.119,336867,0.872882,0
14775,0.0178683,0,165.51,0,119.799,1.38156,21.975,526.771,354829,706.119,336768,0.873849,0
14874,0.0180342,0,166.025,0,119.889,1.38483,21.8446,526.705,352955,706.119,336683,0.874684,0
14973,0.0182334,0,166.654,0,119.997,1.38881,21.6865,526.624,350680,706.119,336578,0.875696,0
15072,0.0184552,0,167.373,0,120.121,1.39337,21.5064,526.531,348085,706.119,336458,0.876846,0
15171,0.0186642,0,168.055,0,120.238,1.39769,21.3368,526.444,345635,706.119,336344,0.87793,0
15270,0.01886,0,168.69,0,120.346,1.40171,21.1797,526.362,343362,706.119,336237,0.878932,0
15369,0.0190437,0,169.286,0,120.447,1.40549,21.033,526.285,341236,706.119,336136,0.879867,0
15468,0.0192159,0,169.846,0,120.541,1.40903,20.8961,526.213,339248,706.119,336041,0.88074,0
15567,0.0193769,0,170.367,0,120.629,1.41233,20.769,526.145,337400,706.119,335953,0.881549,0
15666,0.0195271,0,170.852,0,120.709,1.4154,20.6513,526.082,335686,706.119,335870,0.882298,0
15765,0.019667,0,171.303,0,120.785,1.41826,20.5422,526.024,334096,706.119,335793,0.882992,0
15864,0.0198068,0,171.759,0,120.86,1.42114,20.4326,525.965,332496,706.119,335715,0.883689,0
15963,0.0199767,0,172.336,0,120.955,1.42479,20.2944,525.89,330475,706.119,335615,0.884567,0
16062,0.0201359,0,172.876,0,121.044,1.42821,20.1655,525.82,328587,706.119,335522,0.885386,0
16161,0.0202846,0,173.381,0,121.126,1.43141,20.0455,525.755,326829,706.119,335435,0.886147,0
16260,0.0204227,0,173.852,0,121.203,1.43439,19.9343,525.694,325197,706.119,335353,0.886852,0
16359,0.0205503,0,174.286,0,121.273,1.43714,19.8321,525.637,323694,706.119,335277,0.8875,0
16458,0.0206671,0,174.684,0,121.337,1.43965,19.7387,525.585,322320,706.119,335208,0.888092,0
16557,0.020773,0,175.044,0,121.395,1.44194,19.6544,525.539,321078,706.119,335145,0.888626,0
16656,0.0208677,0,175.369,0,121.447,1.44399,19.5788,525.496,319964,706.119,335088,0.889104,0
16755,0.0209505,0,175.654,0,121.493,1.4458,19.5124,525.459,318983,706.119,335038,0.889525,0
16854,0.0210196,0,175.891,0,121.531,1.4473,19.4575,525.428,318173,706.119,334996,0.889872,0
16953,0.0210725,0,176.071,0,121.56,1.44844,19.4157,525.405,317556,706.119,334965,0.890136,0
17052,0.0211044,0,176.179,0,121.577,1.44912,19.3907,525.391,317187,706.119,334946,0.890294,0
17151,0.0211313,0,176.271,0,121.591,1.4497,19.3697,525.379,316875,706.119,334930,0.890427,0
17250,0.0211818,0,176.441,0,121.618,1.45078,19.3304,525.357,316294,706.119,334899,0.890676,0
17349,0.0212471,0,176.66,0,121.653,1.45216,19.2799,525.328,315547,706.119,334861,0.890995,0
17448,0.0213234,0,176.915,0,121.693,1.45378,19.2214,525.295,314681,706.119,334816,0.891365,0
17547,0.0214086,0,177.196,0,121.738,1.45556,19.1568,525.258,313724,706.119,334766,0.891773,0
17646,0.0215078,0,177.528,0,121.79,1.45766,19.0809,525.215,312598,706.119,334707,0.892252,0
17745,0.0216434,0,178.024,0,121.868,1.4608,18.9678,525.15,310920,706.119,334619,0.892966,0
17844,0.0217833,0,178.513,0,121.944,1.46389,18.857,525.086,309274,706.119,334532,0.893665,0
17943,0.0219256,0,178.984,0,122.017,1.46688,18.7505,525.024,307689,706.119,334448,0.894337,0
18042,0.0220689,0,179.43,0,122.086,1.4697,18.6502,524.966,306195,706.119,334368,0.894969,0
18141,0.0222189,0,179.905,0,122.159,1.47271,18.5438,524.904,304608,706.119,334282,0.895639,0
18240,0.0223786,0,180.44,0,122.241,1.4761,18.4245,524.834,302826,706.119,334186,0.896391,0
18339,0.0225332,0,180.907,0,122.312,1.47906,18.3208,524.772,301275,706.119,334101,0.897044,0
18438,0.0226813,0,181.3,0,122.372,1.48155,18.2339,524.721,299976,706.119,334030,0.89759,0
18537,0.0228278,0,181.664,0,122.427,1.48385,18.1537,524.673,298773,706.119,333964,0.898095,0
18636,0.0229856,0,182.115,0,122.495,1.48671,18.0546,524.614,297287,706.119,333882,0.898717,0
18735,0.0231417,0,182.508,0,122.554,1.4892,17.9687,524.562,295999,706.119,333811,0.899257,0
18834,0.0233175,0,182.893,0,122.612,1.49164,17.8847,524.511,294736,706.119,333740,0.899784,0
18933,0.0235,0,183.325,0,122.677,1.49438,17.7909,524.454,293325,706.119,333661,0.900373,0
19032,0.0236801,0,183.726,0,122.736,1.49692,17.7041,524.402,292019,706.119,333587,0.900918,0
19131,0.0238468,0,184.008,0,122.778,1.49871,17.6434,524.364,291103,706.119,333536,0.901299,0
19230,0.0240143,0,184.294,0,122.82,1.50052,17.5819,524.327,290175,706.119,333483,0.901685,0
19329,0.0241818,0,184.579,0,122.862,1.50232,17.5208,524.289,289254,706.119,333431,0.902067,0
19428,0.0243346,0,184.74,0,122.886,1.50335,17.4862,524.268,288732,706.119,333401,0.902284,0
19527,0.0244924,0,184.886,0,122.907,1.50427,17.4551,524.249,288261,706.119,333374,0.902479,0
19626,0.0246754,0,185.103,0,122.939,1.50565,17.4088,524.22,287563,706.119,333334,0.902769,0
19725,0.0248432,0,185.196,0,122.953,1.50624,17.3889,524.208,287261,706.119,333316,0.902894,0
19824,0.0250099,0,185.287,0,122.966,1.50681,17.3697,524.196,286971,706.119,333300,0.903014,0
19923,0.0251747,0,185.368,0,122.978,1.50733,17.3523,524.185,286708,706.119,333284,0.903123,0
20022,0.0253324,0,185.401,0,122.983,1.50754,17.3452,524.181,286601,706.119,333278,0.903167,0
20121,0.0254927,0,185.468,0,122.992,1.50796,17.3311,524.172,286387,706.119,333266,0.903256,0
20220,0.0256644,0,185.506,0,122.998,1.50821,17.3229,524.167,286263,706.119,333259,0.903307,0
20319,0.0258414,0,185.536,0,123.002,1.5084,17.3166,524.163,286168,706.119,333253,0.903347,0
20418,0.026017,0,185.559,0,123.006,1.50854,17.3117,524.16,286094,706.119,333249,0.903377,0
20517,0.026184,0,185.516,0,122.999,1.50827,17.3208,524.165,286231,706.119,333257,0.903321,0
20616,0.0263547,0,185.512,0,122.999,1.50824,17.3217,524.166,286245,706.119,333258,0.903315,0
20715,0.0265154,0,185.435,0,122.988,1.50775,17.3381,524.176,286493,706.119,333272,0.903212,0
20814,0.026698,0,185.388,0,122.981,1.50746,17.348,524.182,286643,706.119,333281,0.90315,0
20913,0.0268756,0,185.291,0,122.966,1.50684,17.3688,524.195,286957,706.119,333299,0.90302,0
21012,0.0270389,0,185.093,0,122.938,1.50558,17.4109,524.221,287594,706.119,333335,0.902756,0
21111,0.0272103,0,184.983,0,122.921,1.50489,17.4344,524.236,287949,706.119,333356,0.902609,0
21210,0.0273941,0,184.997,0,122.924,1.50498,17.4313,524.234,287902,706.119,333353,0.902628,0
21309,0.0275858,0,184.989,0,122.922,1.50493,17.433,524.235,287928,706.119,333355,0.902618,0
21408,0.0277826,0,184.956,0,122.917,1.50472,17.4401,524.239,288035,706.119,333361,0.902573,0
21507,0.0279778,0,184.927,0,122.913,1.50453,17.4463,524.243,288129,706.119,333366,0.902534,0
21606,0.0281729,0,184.918,0,122.912,1.50448,17.4482,524.244,288158,706.119,333368,0.902522,0
21705,0.0283634,0,184.891,0,122.908,1.50431,17.454,524.248,288244,706.119,333373,0.902486,0
21804,0.0285745,0,184.938,0,122.915,1.5046,17.444,524.242,288093,706.119,333364,0.902549,0
21903,0.0287932,0,185.003,0,122.924,1.50502,17.4301,524.233,287884,706.119,333352,0.902636,0
22002,0.0305394,0,185.209,0,122.954,1.50632,17.3862,524.206,287221,706.119,333314,0.902911,0
22101,0.0305701,0,185.166,0,122.948,1.50605,17.3953,524.212,287358,706.119,333322,0.902854,0
22200,0.0307436,0,185.188,0,122.951,1.50619,17.3906,524.209,287287,706.119,333318,0.902883,0
22299,0.0310259,0,185.105,0,122.939,1.50566,17.4082,524.22,287554,706.119,333333,0.902773,0
22398,0.0314152,0,184.973,0,122.92,1.50482,17.4366,524.237,287982,706.119,333358,0.902595,0
22497,0.0319128,0,184.931,0,122.914,1.50456,17.4454,524.243,288115,706.119,333365,0.90254,0
22596,0.0328295,0,184.907,0,122.91,1.5044,17.4507,524.246,288195,706.119,333370,0.902507,0
22695,0.0336639,0,185.016,0,122.926,1.5051,17.4273,524.231,287842,706.119,333350,0.902653,0
22794,0.0343193,0,185.031,0,122.928,1.50519,17.4241,524.229,287793,706.119,333347,0.902674,0
22893,0.0348219,0,185.041,0,122.93,1.50526,17.422,524.228,287762,706.119,333345,0.902687,0
22992,0.0351952,0,185.046,0,122.931,1.50529,17.4209,524.227,287745,706.119,333344,0.902693,0
23091,0.0354454,0,184.968,0,122.919,1.5048,17.4375,524.238,287996,706.119,333359,0.90259,0
23190,0.0357472,0,184.899,0,122.909,1.50435,17.4524,524.247,288220,706.119,333371,0.902496,0
23289,0.036344,0,184.986,0,122.922,1.50491,17.4337,524.235,287938,706.119,333355,0.902613,0
23388,0.0368494,0,185.024,0,122.927,1.50515,17.4257,524.23,287818,706.119,333348,0.902663,0
23487,0.0373041,0,185.075,0,122.935,1.50547,17.4148,524.224,287653,706.119,333339,0.902732,0
23586,0.0376693,0,184.974,0,122.92,1.50483,17.4362,524.237,287977,706.119,333357,0.902597,0
23685,0.0380246,0,185.129,0,122.943,1.50581,17.4033,524.217,287478,706.119,333329,0.902804,0
23784,0.038294,0,185.041,0,122.93,1.50526,17.4219,524.228,287760,706.119,333345,0.902687,0
23883,0.0385923,0,184.954,0,122.917,1.50471,17.4405,524.24,288041,706.119,333361,0.902571,0
23982,0.0390378,0,185.023,0,122.927,1.50514,17.4258,524.23,287818,706.119,333348,0.902663,0
24081,0.0394269,0,185.014,0,122.926,1.50508,17.4278,524.232,287850,706.119,333350,0.90265,0
