"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
          77, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47250739e+00, 3.27657138e+00, 2.19666690e+00, 6.94896145e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0633015548
          78, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47250901e+00, 3.27624373e+00, 2.19615515e+00, 6.94896218e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0641246065
          79, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47251063e+00, 3.27591683e+00, 2.19564525e+00, 6.94896291e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0649463907
          80, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47251226e+00, 3.27559067e+00, 2.19513718e+00, 6.94896366e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0657468573
          81, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47251389e+00, 3.27526522e+00, 2.19463094e+00, 6.94896441e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0665681437
          82, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47251552e+00, 3.27494049e+00, 2.19412653e+00, 6.94896517e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0673682966
          83, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47251716e+00, 3.27461646e+00, 2.19362393e+00, 6.94896593e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0681884678
          84, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47251880e+00, 3.27429313e+00, 2.19312315e+00, 6.94896671e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0689918614
          85, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47252044e+00, 3.27397048e+00, 2.19262417e+00, 6.94896749e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0698137376
          86, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47252209e+00, 3.27364849e+00, 2.19212700e+00, 6.94896827e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0706126390
          87, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47252374e+00, 3.27332717e+00, 2.19163161e+00, 6.94896907e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0714331779
          88, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47252539e+00, 3.27300650e+00, 2.19113802e+00, 6.94896987e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0722455566
          89, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47252704e+00, 3.27268647e+00, 2.19064620e+00, 6.94897068e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0730666387
          90, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47252870e+00, 3.27236707e+00, 2.19015616e+00, 6.94897149e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0738691809
          91, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47253036e+00, 3.27204829e+00, 2.18966789e+00, 6.94897231e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0746900780
          92, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47253202e+00, 3.27173012e+00, 2.18918138e+00, 6.94897313e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0754893809
          93, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47253369e+00, 3.27141254e+00, 2.18869663e+00, 6.94897396e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0763116780
          94, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47253535e+00, 3.27109555e+00, 2.18821363e+00, 6.94897479e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0771123837
          95, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47253702e+00, 3.27077914e+00, 2.18773237e+00, 6.94897563e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0779355275
          96, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47253869e+00, 3.27046329e+00, 2.18725286e+00, 6.94897648e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0787404634
          97, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47254036e+00, 3.27014800e+00, 2.18677507e+00, 6.94897733e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0795640518
          98, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47254203e+00, 3.26983326e+00, 2.18629902e+00, 6.94897818e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0803694883
          99, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47254371e+00, 3.26951905e+00, 2.18582468e+00, 6.94897904e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0811906015
