"C<sub>p</sub>","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Mach","Pressure","Temperature","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-3.0934e+16,71.593,1096,-0.046485,2.4163e+07,0.17521,8.9555e+05,541.89,0.99066,1,0,0,0,0
-3.0926e+16,71.593,1096,-0.039923,2.4163e+07,0.17522,8.9555e+05,541.89,0.99066,1,0.00012294,0.00012294,0,0
-3.0917e+16,71.594,1096.1,-0.033361,2.4163e+07,0.17522,8.9556e+05,541.89,0.99066,1,0.00024587,0.00024587,0,0
-3.0909e+16,71.594,1096.1,-0.026798,2.4163e+07,0.17523,8.9556e+05,541.89,0.99066,1,0.00036881,0.00036881,0,0
-3.09e+16,71.594,1096.2,-0.020236,2.4163e+07,0.17524,8.9556e+05,541.89,0.99067,1,0.00049175,0.00049175,0,0
-3.0894e+16,71.595,1096.2,-0.018686,2.4163e+07,0.17525,8.9556e+05,541.89,0.99067,1,0.00061469,0.00061469,0,0
-3.0889e+16,71.595,1096.3,-0.017469,2.4164e+07,0.17526,8.9556e+05,541.89,0.99067,1,0.00073762,0.00073762,0,0
-3.0883e+16,71.595,1096.4,-0.016253,2.4164e+07,0.17527,8.9557e+05,541.89,0.99067,1,0.00086056,0.00086056,0,0
-3.0878e+16,71.595,1096.5,-0.015037,2.4164e+07,0.17529,8.9557e+05,541.89,0.99067,1,0.0009835,0.0009835,0,0
-3.0874e+16,71.595,1096.6,-0.011237,2.4164e+07,0.1753,8.9557e+05,541.89,0.99067,1,0.0011064,0.0011064,0,0
-3.0871e+16,71.595,1096.7,-0.0070699,2.4164e+07,0.17532,8.9557e+05,541.89,0.99067,1,0.0012294,0.0012294,0,0
-3.0868e+16,71.595,1096.8,-0.0029023,2.4164e+07,0.17533,8.9557e+05,541.89,0.99067,1,0.0013523,0.0013523,0,0
-3.0865e+16,71.596,1096.9,0.0012653,2.4164e+07,0.17535,8.9557e+05,541.89,0.99068,1,0.0014752,0.0014752,0,0
-3.0864e+16,71.596,1097,0.002288,2.4164e+07,0.17537,8.9557e+05,541.89,0.99068,1,0.0015982,0.0015982,0,0
-3.0864e+16,71.596,1097.1,0.0025859,2.4164e+07,0.17539,8.9557e+05,541.89,0.99068,1,0.0017211,0.0017211,0,0
-3.0863e+16,71.596,1097.3,0.0028839,2.4164e+07,0.17541,8.9557e+05,541.89,0.99068,1,0.0018441,0.0018441,0,0
-3.0863e+16,71.596,1097.4,0.0031819,2.4164e+07,0.17543,8.9557e+05,541.89,0.99068,1,0.001967,0.001967,0,0
-3.0865e+16,71.596,1097.5,0.003836,2.4164e+07,0.17546,8.9557e+05,541.89,0.99068,1,0.0020899,0.0020899,0,0
-3.0868e+16,71.595,1097.7,0.0046086,2.4164e+07,0.17548,8.9557e+05,541.89,0.99068,1,0.0022129,0.0022129,0,0
-3.087e+16,71.595,1097.9,0.0053812,2.4164e+07,0.17551,8.9557e+05,541.89,0.99067,1,0.0023358,0.0023358,0,0
-3.0873e+16,71.595,1098,0.0061538,2.4164e+07,0.17553,8.9557e+05,541.89,0.99067,1,0.0024587,0.0024587,0,0
-3.0877e+16,71.595,1098.2,0.0055507,2.4164e+07,0.17556,8.9557e+05,541.89,0.99067,1,0.0025817,0.0025817,0,0
-3.0883e+16,71.595,1098.4,0.0043234,2.4164e+07,0.17559,8.9557e+05,541.89,0.99067,1,0.0027046,0.0027046,0,0
-3.0888e+16,71.595,1098.6,0.0030962,2.4164e+07,0.17562,8.9556e+05,541.89,0.99067,1,0.0028276,0.0028276,0,0
-3.0894e+16,71.595,1098.8,0.0018689,2.4164e+07,0.17565,8.9556e+05,541.89,0.99067,1,0.0029505,0.0029505,0,0
-3.0901e+16,71.594,1099,-0.0010459,2.4163e+07,0.17569,8.9556e+05,541.89,0.99066,1,0.0030734,0.0030734,0,0
-3.091e+16,71.594,1099.2,-0.0049713,2.4163e+07,0.17572,8.9556e+05,541.89,0.99066,1,0.0031964,0.0031964,0,0
-3.0919e+16,71.594,1099.4,-0.0088967,2.4163e+07,0.17576,8.9556e+05,541.89,0.99066,1,0.0033193,0.0033193,0,0
-3.0927e+16,71.593,1099.7,-0.012822,2.4163e+07,0.1758,8.9555e+05,541.89,0.99066,1,0.0034422,0.0034422,0,0
-3.0937e+16,71.593,1099.9,-0.013513,2.4163e+07,0.17584,8.9555e+05,541.89,0.99065,1,0.0035652,0.0035652,0,0
-3.0948e+16,71.593,1100.2,-0.011693,2.4163e+07,0.17588,8.9555e+05,541.89,0.99065,1,0.0036881,0.0036881,0,0
-3.0959e+16,71.592,1100.5,-0.0098734,2.4163e+07,0.17593,8.9555e+05,541.89,0.99065,1,0.003811,0.003811,0,0
-3.097e+16,71.592,1100.8,-0.0080538,2.4163e+07,0.17598,8.9554e+05,541.89,0.99064,1,0.003934,0.003934,0,0
-3.0983e+16,71.591,1101.1,-0.006401,2.4162e+07,0.17603,8.9554e+05,541.89,0.99064,1,0.0040569,0.0040569,0,0
-3.0996e+16,71.591,1101.4,-0.0049147,2.4162e+07,0.17608,8.9554e+05,541.89,0.99064,1,0.0041799,0.0041799,0,0
-3.1009e+16,71.59,1101.7,-0.0034283,2.4162e+07,0.17613,8.9553e+05,541.89,0.99063,1,0.0043028,0.0043028,0,0
-3.1023e+16,71.59,1102,-0.001942,2.4162e+07,0.17618,8.9553e+05,541.89,0.99063,1,0.0044257,0.0044257,0,0
-3.1037e+16,71.589,1102.4,-0.00029425,2.4162e+07,0.17624,8.9552e+05,541.89,0.99062,1,0.0045487,0.0045487,0,0
-3.1054e+16,71.589,1102.7,0.0015605,2.4162e+07,0.1763,8.9552e+05,541.88,0.99062,1,0.0046716,0.0046716,0,0
-3.107e+16,71.588,1103.1,0.0034152,2.4161e+07,0.17635,8.9551e+05,541.88,0.99061,1,0.0047945,0.0047945,0,0
-3.1086e+16,71.588,1103.5,0.0052699,2.4161e+07,0.17641,8.9551e+05,541.88,0.99061,1,0.0049175,0.0049175,0,0
-3.1104e+16,71.587,1103.8,0.0069102,2.4161e+07,0.17647,8.9551e+05,541.88,0.9906,1,0.0050404,0.0050404,0,0
-3.1124e+16,71.586,1104.2,0.0081944,2.4161e+07,0.17654,8.955e+05,541.88,0.9906,1,0.0051634,0.0051634,0,0
-3.1145e+16,71.586,1104.6,0.0094786,2.416e+07,0.1766,8.9549e+05,541.88,0.99059,1,0.0052863,0.0052863,0,0
-3.1165e+16,71.585,1105,0.010763,2.416e+07,0.17667,8.9549e+05,541.88,0.99059,1,0.0054092,0.0054092,0,0
-3.1185e+16,71.584,1105.4,0.013739,2.416e+07,0.17673,8.9548e+05,541.88,0.99058,1,0.0055322,0.0055322,0,0
-3.1207e+16,71.583,1105.9,0.020421,2.416e+07,0.17681,8.9548e+05,541.88,0.99057,1,0.0056551,0.0056551,0,0
-3.1228e+16,71.583,1106.3,0.027103,2.4159e+07,0.17688,8.9547e+05,541.88,0.99057,1,0.005778,0.005778,0,0
-3.125e+16,71.582,1106.8,0.033785,2.4159e+07,0.17695,8.9547e+05,541.88,0.99056,1,0.005901,0.005901,0,0
-3.1272e+16,71.581,1107.3,0.039021,2.4159e+07,0.17703,8.9546e+05,541.88,0.99055,1,0.0060239,0.0060239,0,0
-3.1299e+16,71.58,1107.7,0.03994,2.4159e+07,0.1771,8.9545e+05,541.88,0.99054,1,0.0061469,0.0061469,0,0
-3.1325e+16,71.579,1108.2,0.040859,2.4158e+07,0.17717,8.9545e+05,541.88,0.99054,1,0.0062698,0.0062698,0,0
-3.1351e+16,71.578,1108.6,0.041778,2.4158e+07,0.17725,8.9544e+05,541.88,0.99053,1,0.0063927,0.0063927,0,0
-3.1378e+16,71.577,1109.1,0.042155,2.4158e+07,0.17733,8.9543e+05,541.88,0.99052,1,0.0065157,0.0065157,0,0
-3.1407e+16,71.576,1109.6,0.040201,2.4157e+07,0.17741,8.9542e+05,541.88,0.99051,1,0.0066386,0.0066386,0,0
-3.1435e+16,71.575,1110.1,0.038246,2.4157e+07,0.17749,8.9542e+05,541.88,0.9905,1,0.0067615,0.0067615,0,0
-3.1464e+16,71.574,1110.6,0.036292,2.4157e+07,0.17757,8.9541e+05,541.88,0.9905,1,0.0068845,0.0068845,0,0
-3.1492e+16,71.573,1111.1,0.034357,2.4156e+07,0.17765,8.954e+05,541.88,0.99049,1,0.0070074,0.0070074,0,0
-3.1524e+16,71.572,1111.7,0.032554,2.4156e+07,0.17774,8.9539e+05,541.88,0.99048,1,0.0071303,0.0071303,0,0
-3.1555e+16,71.571,1112.2,0.030751,2.4155e+07,0.17783,8.9538e+05,541.88,0.99047,1,0.0072533,0.0072533,0,0
-3.1586e+16,71.57,1112.7,0.028949,2.4155e+07,0.17792,8.9537e+05,541.88,0.99046,1,0.0073762,0.0073762,0,0
-3.1617e+16,71.569,1113.3,0.027352,2.4155e+07,0.17801,8.9537e+05,541.88,0.99045,1,0.0074992,0.0074992,0,0
-3.1651e+16,71.567,1113.9,0.02878,2.4154e+07,0.1781,8.9536e+05,541.88,0.99044,1,0.0076221,0.0076221,0,0
-3.1685e+16,71.566,1114.4,0.030208,2.4154e+07,0.17819,8.9535e+05,541.88,0.99043,1,0.007745,0.007745,0,0
-3.172e+16,71.565,1115,0.031636,2.4153e+07,0.17829,8.9534e+05,541.88,0.99042,1,0.007868,0.007868,0,0
-3.1754e+16,71.564,1115.6,0.033062,2.4153e+07,0.17838,8.9533e+05,541.88,0.99041,1,0.0079909,0.0079909,0,0
-3.179e+16,71.562,1116.2,0.032,2.4153e+07,0.17848,8.9532e+05,541.88,0.9904,1,0.0081138,0.0081138,0,0
-3.1827e+16,71.561,1116.8,0.030939,2.4152e+07,0.17858,8.9531e+05,541.88,0.99039,1,0.0082368,0.0082368,0,0
-3.1863e+16,71.56,1117.5,0.029877,2.4152e+07,0.17868,8.953e+05,541.88,0.99037,1,0.0083597,0.0083597,0,0
-3.19e+16,71.559,1118.1,0.028816,2.4151e+07,0.17878,8.9529e+05,541.88,0.99036,1,0.0084827,0.0084827,0,0
-3.194e+16,71.557,1118.7,0.030506,2.4151e+07,0.17889,8.9528e+05,541.88,0.99035,1,0.0086056,0.0086056,0,0
-3.198e+16,71.556,1119.4,0.032376,2.415e+07,0.179,8.9527e+05,541.88,0.99034,1,0.0087285,0.0087285,0,0
-3.2021e+16,71.554,1120.1,0.034246,2.415e+07,0.17911,8.9526e+05,541.88,0.99033,1,0.0088515,0.0088515,0,0
-3.2061e+16,71.553,1120.7,0.036116,2.4149e+07,0.17922,8.9524e+05,541.88,0.99031,1,0.0089744,0.0089744,0,0
-3.2104e+16,71.551,1121.4,0.035685,2.4149e+07,0.17933,8.9523e+05,541.88,0.9903,1,0.0090973,0.0090973,0,0
-3.2147e+16,71.55,1122.2,0.03493,2.4148e+07,0.17945,8.9522e+05,541.88,0.99029,1,0.0092203,0.0092203,0,0
-3.219e+16,71.548,1122.9,0.034175,2.4148e+07,0.17956,8.9521e+05,541.88,0.99028,1,0.0093432,0.0093432,0,0
-3.2233e+16,71.547,1123.6,0.03342,2.4147e+07,0.17968,8.952e+05,541.88,0.99026,1,0.0094661,0.0094661,0,0
-3.2279e+16,71.545,1124.3,0.031425,2.4147e+07,0.1798,8.9518e+05,541.88,0.99025,1,0.0095891,0.0095891,0,0
-3.2325e+16,71.543,1125.1,0.029148,2.4146e+07,0.17992,8.9517e+05,541.87,0.99023,1,0.009712,0.009712,0,0
-3.2371e+16,71.542,1125.8,0.02687,2.4145e+07,0.18005,8.9516e+05,541.87,0.99022,1,0.009835,0.009835,0,0
-3.2417e+16,71.54,1126.6,0.024592,2.4145e+07,0.18017,8.9515e+05,541.87,0.99021,1,0.0099579,0.0099579,0,0
-3.2466e+16,71.538,1127.4,0.026438,2.4144e+07,0.1803,8.9513e+05,541.87,0.99019,1,0.010081,0.010081,0,0
-3.2516e+16,71.537,1128.2,0.029646,2.4144e+07,0.18042,8.9512e+05,541.87,0.99018,1,0.010204,0.010204,0,0
-3.2565e+16,71.535,1129,0.032854,2.4143e+07,0.18055,8.9511e+05,541.87,0.99016,1,0.010327,0.010327,0,0
-3.2615e+16,71.533,1129.8,0.036062,2.4142e+07,0.18068,8.9509e+05,541.87,0.99015,1,0.01045,0.01045,0,0
-3.2665e+16,71.531,1130.6,0.040217,2.4142e+07,0.18081,8.9508e+05,541.87,0.99013,1,0.010573,0.010573,0,0
-3.2717e+16,71.529,1131.4,0.044799,2.4141e+07,0.18095,8.9507e+05,541.87,0.99012,1,0.010696,0.010696,0,0
-3.2768e+16,71.528,1132.2,0.04938,2.4141e+07,0.18109,8.9505e+05,541.87,0.9901,1,0.010818,0.010818,0,0
-3.2819e+16,71.526,1133.1,0.053962,2.414e+07,0.18122,8.9504e+05,541.87,0.99009,1,0.010941,0.010941,0,0
-3.2873e+16,71.524,1133.9,0.052416,2.4139e+07,0.18136,8.9502e+05,541.87,0.99007,1,0.011064,0.011064,0,0
-3.2929e+16,71.522,1134.8,0.047222,2.4139e+07,0.1815,8.9501e+05,541.87,0.99005,1,0.011187,0.011187,0,0
-3.2985e+16,71.52,1135.7,0.042028,2.4138e+07,0.18165,8.9499e+05,541.87,0.99004,1,0.01131,0.01131,0,0
-3.3041e+16,71.518,1136.6,0.036833,2.4137e+07,0.18179,8.9498e+05,541.87,0.99002,1,0.011433,0.011433,0,0
-3.3098e+16,71.516,1137.5,0.033046,2.4137e+07,0.18194,8.9496e+05,541.87,0.99,1,0.011556,0.011556,0,0
-3.3157e+16,71.514,1138.4,0.030344,2.4136e+07,0.18209,8.9495e+05,541.87,0.98998,1,0.011679,0.011679,0,0
-3.3215e+16,71.512,1139.3,0.027642,2.4135e+07,0.18224,8.9493e+05,541.87,0.98997,1,0.011802,0.011802,0,0
-3.3274e+16,71.509,1140.2,0.024941,2.4134e+07,0.18238,8.9491e+05,541.87,0.98995,1,0.011925,0.011925,0,0
-3.3333e+16,71.507,1141.2,0.02264,2.4134e+07,0.18254,8.949e+05,541.87,0.98993,1,0.012048,0.012048,0,0
-3.3394e+16,71.505,1142.1,0.020738,2.4133e+07,0.18269,8.9488e+05,541.87,0.98991,1,0.012171,0.012171,0,0
-3.3455e+16,71.503,1143.1,0.018836,2.4132e+07,0.18285,8.9486e+05,541.87,0.98989,1,0.012294,0.012294,0,0
-3.3516e+16,71.501,1144,0.016934,2.4131e+07,0.183,8.9485e+05,541.87,0.98987,1,0.012417,0.012417,0,0
-3.3578e+16,71.499,1145,0.016106,2.4131e+07,0.18316,8.9483e+05,541.86,0.98986,1,0.01254,0.01254,0,0
-3.3642e+16,71.496,1146,0.016649,2.413e+07,0.18332,8.9481e+05,541.86,0.98984,1,0.012663,0.012663,0,0
-3.3705e+16,71.494,1147,0.017192,2.4129e+07,0.18348,8.948e+05,541.86,0.98982,1,0.012785,0.012785,0,0
-3.3768e+16,71.492,1148,0.017736,2.4128e+07,0.18364,8.9478e+05,541.86,0.9898,1,0.012908,0.012908,0,0
-3.3833e+16,71.489,1149,0.017131,2.4128e+07,0.18381,8.9476e+05,541.86,0.98978,1,0.013031,0.013031,0,0
-3.3899e+16,71.487,1150,0.014629,2.4127e+07,0.18398,8.9474e+05,541.86,0.98976,1,0.013154,0.013154,0,0
-3.3966e+16,71.485,1151,0.012128,2.4126e+07,0.18415,8.9472e+05,541.86,0.98974,1,0.013277,0.013277,0,0
-3.4032e+16,71.482,1152.1,0.0096269,2.4125e+07,0.18431,8.9471e+05,541.86,0.98972,1,0.0134,0.0134,0,0
-3.41e+16,71.48,1153.1,0.009097,2.4124e+07,0.18448,8.9469e+05,541.86,0.9897,1,0.013523,0.013523,0,0
-3.4171e+16,71.477,1154.2,0.012861,2.4123e+07,0.18466,8.9467e+05,541.86,0.98968,1,0.013646,0.013646,0,0
-3.4243e+16,71.475,1155.3,0.016626,2.4123e+07,0.18483,8.9465e+05,541.86,0.98966,1,0.013769,0.013769,0,0
-3.4314e+16,71.472,1156.3,0.02039,2.4122e+07,0.18501,8.9463e+05,541.86,0.98963,1,0.013892,0.013892,0,0
-3.4386e+16,71.47,1157.4,0.024612,2.4121e+07,0.18519,8.9461e+05,541.86,0.98961,1,0.014015,0.014015,0,0
-3.4458e+16,71.467,1158.5,0.030193,2.412e+07,0.18537,8.9459e+05,541.86,0.98959,1,0.014138,0.014138,0,0
-3.4531e+16,71.465,1159.7,0.035773,2.4119e+07,0.18555,8.9457e+05,541.86,0.98957,1,0.014261,0.014261,0,0
-3.4603e+16,71.462,1160.8,0.041353,2.4118e+07,0.18573,8.9455e+05,541.86,0.98955,1,0.014384,0.014384,0,0
-3.4677e+16,71.459,1161.9,0.044284,2.4117e+07,0.18591,8.9453e+05,541.86,0.98952,1,0.014507,0.014507,0,0
-3.4753e+16,71.457,1163.1,0.035903,2.4116e+07,0.1861,8.9451e+05,541.86,0.9895,1,0.01463,0.01463,0,0
-3.483e+16,71.454,1164.2,0.027522,2.4115e+07,0.18629,8.9449e+05,541.86,0.98948,1,0.014752,0.014752,0,0
-3.4907e+16,71.451,1165.4,0.019141,2.4114e+07,0.18648,8.9447e+05,541.85,0.98945,1,0.014875,0.014875,0,0
-3.4984e+16,71.448,1166.6,0.011977,2.4113e+07,0.18668,8.9445e+05,541.85,0.98943,1,0.014998,0.014998,0,0
-3.5064e+16,71.446,1167.8,0.013157,2.4113e+07,0.18688,8.9442e+05,541.85,0.98941,1,0.015121,0.015121,0,0
-3.5144e+16,71.443,1169,0.014338,2.4112e+07,0.18707,8.944e+05,541.85,0.98938,1,0.015244,0.015244,0,0
-3.5224e+16,71.44,1170.2,0.015518,2.4111e+07,0.18727,8.9438e+05,541.85,0.98936,1,0.015367,0.015367,0,0
-3.5304e+16,71.437,1171.5,0.016849,2.411e+07,0.18747,8.9436e+05,541.85,0.98933,1,0.01549,0.01549,0,0
-3.5386e+16,71.434,1172.7,0.020351,2.4109e+07,0.18768,8.9434e+05,541.85,0.98931,1,0.015613,0.015613,0,0
-3.5467e+16,71.431,1174,0.023853,2.4108e+07,0.18789,8.9431e+05,541.85,0.98929,1,0.015736,0.015736,0,0
-3.5549e+16,71.428,1175.3,0.027354,2.4107e+07,0.1881,8.9429e+05,541.85,0.98926,1,0.015859,0.015859,0,0
-3.563e+16,71.425,1176.5,0.030833,2.4106e+07,0.1883,8.9427e+05,541.85,0.98924,1,0.015982,0.015982,0,0
-3.5717e+16,71.422,1177.9,0.025058,2.4105e+07,0.18852,8.9425e+05,541.85,0.98921,1,0.016105,0.016105,0,0
-3.5805e+16,71.419,1179.2,0.019284,2.4103e+07,0.18873,8.9422e+05,541.85,0.98918,1,0.016228,0.016228,0,0
-3.5892e+16,71.416,1180.5,0.01351,2.4102e+07,0.18895,8.942e+05,541.85,0.98916,1,0.016351,0.016351,0,0
-3.5979e+16,71.413,1181.8,0.0077358,2.4101e+07,0.18916,8.9417e+05,541.85,0.98913,1,0.016474,0.016474,0,0
-3.6069e+16,71.41,1183.2,0.0039651,2.41e+07,0.18939,8.9415e+05,541.85,0.9891,1,0.016596,0.016596,0,0
-3.6159e+16,71.406,1184.6,0.0003222,2.4099e+07,0.18961,8.9413e+05,541.84,0.98908,1,0.016719,0.016719,0,0
-3.6249e+16,71.403,1185.9,-0.0033207,2.4098e+07,0.18983,8.941e+05,541.84,0.98905,1,0.016842,0.016842,0,0
-3.6339e+16,71.4,1187.3,-0.0069637,2.4097e+07,0.19006,8.9408e+05,541.84,0.98902,1,0.016965,0.016965,0,0
-3.6431e+16,71.397,1188.7,-0.00093612,2.4096e+07,0.19029,8.9405e+05,541.84,0.98899,1,0.017088,0.017088,0,0
-3.6523e+16,71.393,1190.1,0.0064398,2.4095e+07,0.19052,8.9403e+05,541.84,0.98897,1,0.017211,0.017211,0,0
-3.6616e+16,71.39,1191.5,0.013816,2.4094e+07,0.19075,8.94e+05,541.84,0.98894,1,0.017334,0.017334,0,0
-3.6708e+16,71.387,1192.9,0.021192,2.4092e+07,0.19098,8.9398e+05,541.84,0.98891,1,0.017457,0.017457,0,0
-3.6804e+16,71.383,1194.4,0.019465,2.4091e+07,0.19121,8.9395e+05,541.84,0.98888,1,0.01758,0.01758,0,0
-3.6901e+16,71.38,1195.9,0.015674,2.409e+07,0.19145,8.9392e+05,541.84,0.98885,1,0.017703,0.017703,0,0
-3.6998e+16,71.376,1197.3,0.011884,2.4089e+07,0.19169,8.939e+05,541.84,0.98882,1,0.017826,0.017826,0,0
-3.7096e+16,71.373,1198.8,0.0080941,2.4088e+07,0.19193,8.9387e+05,541.84,0.98879,1,0.017949,0.017949,0,0
-3.7195e+16,71.369,1200.3,0.0034549,2.4086e+07,0.19217,8.9384e+05,541.84,0.98876,1,0.018072,0.018072,0,0
-3.7295e+16,71.366,1201.8,-0.001463,2.4085e+07,0.19242,8.9382e+05,541.84,0.98873,1,0.018195,0.018195,0,0
-3.7395e+16,71.362,1203.3,-0.0063811,2.4084e+07,0.19267,8.9379e+05,541.84,0.9887,1,0.018318,0.018318,0,0
-3.7494e+16,71.359,1204.8,-0.011299,2.4083e+07,0.19291,8.9376e+05,541.83,0.98867,1,0.018441,0.018441,0,0
-3.7597e+16,71.355,1206.4,-0.017917,2.4082e+07,0.19317,8.9373e+05,541.83,0.98864,1,0.018563,0.018563,0,0
-3.77e+16,71.351,1207.9,-0.025296,2.408e+07,0.19342,8.937e+05,541.83,0.98861,1,0.018686,0.018686,0,0
-3.7803e+16,71.348,1209.5,-0.032676,2.4079e+07,0.19368,8.9368e+05,541.83,0.98858,1,0.018809,0.018809,0,0
-3.7907e+16,71.344,1211.1,-0.040055,2.4078e+07,0.19393,8.9365e+05,541.83,0.98855,1,0.018932,0.018932,0,0
-3.8013e+16,71.34,1212.7,-0.035175,2.4076e+07,0.19419,8.9362e+05,541.83,0.98852,1,0.019055,0.019055,0,0
-3.812e+16,71.336,1214.3,-0.023033,2.4075e+07,0.19446,8.9359e+05,541.83,0.98848,1,0.019178,0.019178,0,0
-3.8228e+16,71.333,1215.9,-0.010891,2.4074e+07,0.19472,8.9356e+05,541.83,0.98845,1,0.019301,0.019301,0,0
-3.8336e+16,71.329,1217.5,0.001251,2.4073e+07,0.19499,8.9353e+05,541.83,0.98842,1,0.019424,0.019424,0,0
-3.8445e+16,71.325,1219.2,0.010857,2.4071e+07,0.19526,8.935e+05,541.83,0.98839,1,0.019547,0.019547,0,0
-3.8556e+16,71.321,1220.8,0.018514,2.407e+07,0.19553,8.9347e+05,541.83,0.98835,1,0.01967,0.01967,0,0
-3.8666e+16,71.317,1222.5,0.026171,2.4068e+07,0.1958,8.9344e+05,541.83,0.98832,1,0.019793,0.019793,0,0
-3.8777e+16,71.313,1224.2,0.033828,2.4067e+07,0.19607,8.9341e+05,541.82,0.98829,1,0.019916,0.019916,0,0
-3.889e+16,71.309,1225.9,0.034578,2.4066e+07,0.19635,8.9338e+05,541.82,0.98825,1,0.020039,0.020039,0,0
-3.9007e+16,71.305,1227.6,0.028506,2.4064e+07,0.19663,8.9335e+05,541.82,0.98822,1,0.020162,0.020162,0,0
-3.9124e+16,71.301,1229.3,0.022435,2.4063e+07,0.19691,8.9332e+05,541.82,0.98818,1,0.020285,0.020285,0,0
-3.924e+16,71.297,1231,0.016363,2.4061e+07,0.19719,8.9328e+05,541.82,0.98815,1,0.020408,0.020408,0,0
-3.9358e+16,71.292,1232.7,0.011739,2.406e+07,0.19748,8.9325e+05,541.82,0.98811,1,0.02053,0.02053,0,0
-3.9478e+16,71.288,1234.5,0.0089512,2.4059e+07,0.19777,8.9322e+05,541.82,0.98807,1,0.020653,0.020653,0,0
-3.9598e+16,71.284,1236.3,0.0061634,2.4057e+07,0.19806,8.9319e+05,541.82,0.98804,1,0.020776,0.020776,0,0
-3.9717e+16,71.28,1238.1,0.0033757,2.4056e+07,0.19835,8.9315e+05,541.82,0.988,1,0.020899,0.020899,0,0
-3.9839e+16,71.275,1239.9,-0.0014484,2.4054e+07,0.19864,8.9312e+05,541.82,0.98796,1,0.021022,0.021022,0,0
-3.9963e+16,71.271,1241.7,-0.0096191,2.4053e+07,0.19894,8.9309e+05,541.81,0.98793,1,0.021145,0.021145,0,0
-4.0088e+16,71.266,1243.6,-0.01779,2.4051e+07,0.19924,8.9305e+05,541.81,0.98789,1,0.021268,0.021268,0,0
-4.0212e+16,71.262,1245.4,-0.02596,2.405e+07,0.19954,8.9302e+05,541.81,0.98785,1,0.021391,0.021391,0,0
-4.0338e+16,71.258,1247.3,-0.03392,2.4048e+07,0.19985,8.9298e+05,541.81,0.98781,1,0.021514,0.021514,0,0
-4.0466e+16,71.253,1249.2,-0.041424,2.4047e+07,0.20016,8.9295e+05,541.81,0.98778,1,0.021637,0.021637,0,0
-4.0594e+16,71.248,1251.1,-0.048928,2.4045e+07,0.20047,8.9291e+05,541.81,0.98774,1,0.02176,0.02176,0,0
-4.0721e+16,71.244,1253,-0.056431,2.4043e+07,0.20078,8.9288e+05,541.81,0.9877,1,0.021883,0.021883,0,0
-4.0851e+16,71.239,1254.9,-0.059962,2.4042e+07,0.2011,8.9284e+05,541.81,0.98766,1,0.022006,0.022006,0,0
-4.0984e+16,71.235,1256.8,-0.051786,2.404e+07,0.20142,8.9281e+05,541.81,0.98762,1,0.022129,0.022129,0,0
-4.1117e+16,71.23,1258.8,-0.043611,2.4039e+07,0.20173,8.9277e+05,541.81,0.98758,1,0.022252,0.022252,0,0
-4.125e+16,71.225,1260.7,-0.035435,2.4037e+07,0.20205,8.9273e+05,541.8,0.98754,1,0.022375,0.022375,0,0
-4.1385e+16,71.22,1262.7,-0.027654,2.4035e+07,0.20238,8.927e+05,541.8,0.9875,1,0.022497,0.022497,0,0
-4.1523e+16,71.215,1264.7,-0.021543,2.4034e+07,0.20271,8.9266e+05,541.8,0.98746,1,0.02262,0.02262,0,0
-4.1661e+16,71.21,1266.7,-0.015431,2.4032e+07,0.20304,8.9262e+05,541.8,0.98741,1,0.022743,0.022743,0,0
-4.18e+16,71.205,1268.8,-0.0093198,2.403e+07,0.20336,8.9258e+05,541.8,0.98737,1,0.022866,0.022866,0,0
-4.1938e+16,71.201,1270.8,-0.00399,2.4029e+07,0.2037,8.9255e+05,541.8,0.98733,1,0.022989,0.022989,0,0
-4.2082e+16,71.195,1272.8,-0.0039563,2.4027e+07,0.20404,8.9251e+05,541.8,0.98729,1,0.023112,0.023112,0,0
-4.2225e+16,71.19,1274.9,-0.0039226,2.4025e+07,0.20438,8.9247e+05,541.8,0.98724,1,0.023235,0.023235,0,0
-4.2368e+16,71.185,1277,-0.0038889,2.4023e+07,0.20472,8.9243e+05,541.8,0.9872,1,0.023358,0.023358,0,0
-4.2511e+16,71.18,1279.1,-0.0038793,2.4022e+07,0.20506,8.9239e+05,541.79,0.98716,1,0.023481,0.023481,0,0
-4.2661e+16,71.175,1281.2,-0.0042092,2.402e+07,0.20541,8.9235e+05,541.79,0.98711,1,0.023604,0.023604,0,0
-4.281e+16,71.17,1283.4,-0.0045391,2.4018e+07,0.20576,8.9231e+05,541.79,0.98707,1,0.023727,0.023727,0,0
-4.2959e+16,71.164,1285.5,-0.0048691,2.4016e+07,0.20611,8.9227e+05,541.79,0.98702,1,0.02385,0.02385,0,0
-4.3108e+16,71.159,1287.6,-0.005203,2.4014e+07,0.20646,8.9223e+05,541.79,0.98698,1,0.023973,0.023973,0,0
-4.3262e+16,71.153,1289.8,-0.0065809,2.4012e+07,0.20682,8.9219e+05,541.79,0.98693,1,0.024096,0.024096,0,0
-4.3415e+16,71.148,1292,-0.0079587,2.4011e+07,0.20718,8.9214e+05,541.79,0.98688,1,0.024219,0.024219,0,0
-4.3569e+16,71.143,1294.2,-0.0093366,2.4009e+07,0.20754,8.921e+05,541.79,0.98684,1,0.024342,0.024342,0,0
