"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
          10, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.00239418e+00, 5.35399262e+00, 2.40009838e+00, 8.60631377e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0046250089
          11, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.98306832e+00, 5.33993150e+00, 2.43196552e+00, 8.58681811e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0049724612
          12, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.96205942e+00, 5.32370072e+00, 2.45958161e+00, 8.56561517e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0053037200
          13, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.94031406e+00, 5.30625793e+00, 2.48376728e+00, 8.54365977e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0056560929
          14, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.91841297e+00, 5.28821576e+00, 2.50521312e+00, 8.52153715e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0060101334
          15, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.89670102e+00, 5.26995687e+00, 2.52446539e+00, 8.49959453e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0063476865
          16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.87540765e+00, 5.25175318e+00, 2.54193551e+00, 8.47806381e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0067011040
          17, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.85470318e+00, 5.23381079e+00, 2.55792763e+00, 8.45711760e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0070554896
          18, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.83471882e+00, 5.21629524e+00, 2.57266899e+00, 8.43688985e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0073911856
          19, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.81554994e+00, 5.19933426e+00, 2.58633460e+00, 8.41747879e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0077490553
          20, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.79725626e+00, 5.18301518e+00, 2.59906438e+00, 8.39894655e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0081053159
          21, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.77986518e+00, 5.16739571e+00, 2.61097314e+00, 8.38132313e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0084580616
          22, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.76337600e+00, 5.15246257e+00, 2.62215722e+00, 8.36460552e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0088114132
          23, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.74776868e+00, 5.13817650e+00, 2.63269941e+00, 8.34877046e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0091584557
          24, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.73301030e+00, 5.12457707e+00, 2.64266752e+00, 8.33379182e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0094899521
          25, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.71905614e+00, 5.11163519e+00, 2.65212120e+00, 8.31962523e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0098428480
          26, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.70585640e+00, 5.09932748e+00, 2.66111074e+00, 8.30622242e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0102054677
          27, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.69335946e+00, 5.08761680e+00, 2.66968087e+00, 8.29353195e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0105368738
          28, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.68151437e+00, 5.07646459e+00, 2.67787052e+00, 8.28150285e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0108772175
          29, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.67027234e+00, 5.06583242e+00, 2.68571372e+00, 8.27008614e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0112376381
          30, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.65958744e+00, 5.05568463e+00, 2.69324040e+00, 8.25923578e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0115726035
          31, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.64941705e+00, 5.04598448e+00, 2.70047696e+00, 8.24890862e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0119172461
          32, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.63972197e+00, 5.03669734e+00, 2.70744680e+00, 8.23906485e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0122705602
          33, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.63046635e+00, 5.02779668e+00, 2.71417082e+00, 8.22966869e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0126088267
          34, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.62161733e+00, 5.01925491e+00, 2.72066759e+00, 8.22068688e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0129454399
          35, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.61314537e+00, 5.01104716e+00, 2.72695378e+00, 8.21208958e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0132935327
          36, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.60502336e+00, 5.00315038e+00, 2.73304435e+00, 8.20384933e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0136316257
          37, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.59722692e+00, 4.99554382e+00, 2.73895282e+00, 8.19594143e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0139598488
          38, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.58973370e+00, 4.98820827e+00, 2.74469140e+00, 8.18834319e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0142970435
          39, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.58252358e+00, 4.98112649e+00, 2.75027111e+00, 8.18103423e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0146581331
          40, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.57557822e+00, 4.97428262e+00, 2.75570197e+00, 8.17399590e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0150832496
          41, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.56888092e+00, 4.96766227e+00, 2.76099310e+00, 8.16721125e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0155142452
          42, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.56241650e+00, 4.96125228e+00, 2.76615277e+00, 8.16066485e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0158935086
          43, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.55617110e+00, 4.95504063e+00, 2.77118857e+00, 8.15434258e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0163604950
          44, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.55013204e+00, 4.94901630e+00, 2.77610741e+00, 8.14823155e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0167666167
          45, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.54428769e+00, 4.94316919e+00, 2.78091560e+00, 8.14231993e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0171237920
          46, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.53862744e+00, 4.93749006e+00, 2.78561897e+00, 8.13659690e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0174873565
          47, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.53314146e+00, 4.93197036e+00, 2.79022284e+00, 8.13105243e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0178272457
          48, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.52782080e+00, 4.92660231e+00, 2.79473212e+00, 8.12567741e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0181694358
          49, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.52265704e+00, 4.92137855e+00, 2.79915132e+00, 8.12046325e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0185144085
          50, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.51764238e+00, 4.91629225e+00, 2.80348462e+00, 8.11540197e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0188580577
          51, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.51276977e+00, 4.91133729e+00, 2.80773587e+00, 8.11048639e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0193313024
          52, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.50803259e+00, 4.90650790e+00, 2.81190863e+00, 8.10570973e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0196765257
          53, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.50342466e+00, 4.90179867e+00, 2.81600620e+00, 8.10106567e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0200151812
          54, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.49894020e+00, 4.89720456e+00, 2.82003165e+00, 8.09654831e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0203470157
          55, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.49457387e+00, 4.89272091e+00, 2.82398782e+00, 8.09215217e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0206757239
          56, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.49032064e+00, 4.88834333e+00, 2.82787736e+00, 8.08787211e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0210022273
          57, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.48617582e+00, 4.88406772e+00, 2.83170274e+00, 8.08370332e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0213285278
          58, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.48213500e+00, 4.87989024e+00, 2.83546625e+00, 8.07964128e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0216552187
          59, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.47819403e+00, 4.87580725e+00, 2.83917005e+00, 8.07568174e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0219830394
          60, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.47434899e+00, 4.87181532e+00, 2.84281613e+00, 8.07182067e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0223102163
          61, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.47059620e+00, 4.86791123e+00, 2.84640639e+00, 8.06805428e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0226370975
          62, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.46693225e+00, 4.86409199e+00, 2.84994259e+00, 8.06437906e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0229630511
          63, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.46335380e+00, 4.86035468e+00, 2.85342637e+00, 8.06079161e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0232891036
          64, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.45985789e+00, 4.85669675e+00, 2.85685929e+00, 8.05728886e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0236148833
          65, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.45644151e+00, 4.85311550e+00, 2.86024282e+00, 8.05386772e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0239413839
          66, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.45310186e+00, 4.84960850e+00, 2.86357833e+00, 8.05052530e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0242686642
          67, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.44983629e+00, 4.84617341e+00, 2.86686711e+00, 8.04725887e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0245945130
          68, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.44664234e+00, 4.84280807e+00, 2.87011040e+00, 8.04406590e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0249206645
          69, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.44351758e+00, 4.83951033e+00, 2.87330934e+00, 8.04094388e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0252489151
          70, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.44045975e+00, 4.83627821e+00, 2.87646505e+00, 8.03789047e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0255761601
          71, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.43746668e+00, 4.83310977e+00, 2.87957854e+00, 8.03490344e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0259032294
          72, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.43453630e+00, 4.83000318e+00, 2.88265082e+00, 8.03198065e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0262290828
          73, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.43166663e+00, 4.82695670e+00, 2.88568281e+00, 8.02912004e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0265551514
          74, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.42885578e+00, 4.82396863e+00, 2.88867541e+00, 8.02631968e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0268812773
          75, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.42610195e+00, 4.82103738e+00, 2.89162945e+00, 8.02357768e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0272071587
          76, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.42340339e+00, 4.81816138e+00, 2.89454574e+00, 8.02089226e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0275348373
