nodeID,x[-],y[-],u[m/s],v[m/s],c[m/s],M[-],d[kg/m3],T[K],P[Pa],s[J/kgK],h[J/kg],G[-],theta[deg]
3075,1.05437,1.05574,83.0062,8.8018,62.7424,1.33039,195.636,520.066,1.9474e+06,871.42,398597,0.974129,6.05291
3124,1.12865,1.0639,83.9615,9.53812,62.8127,1.34529,191.388,519.472,1.93066e+06,871.42,398510,0.923546,6.48108
3173,1.19741,1.07195,84.8478,10.2341,62.9437,1.35776,187.473,518.916,1.91519e+06,871.42,398429,0.874603,6.8776
3222,1.26257,1.08002,85.695,10.9058,63.1317,1.36835,183.766,518.38,1.90046e+06,871.42,398349,0.826728,7.25268
3271,1.32375,1.088,86.4965,11.5523,63.3682,1.3771,180.296,517.872,1.88658e+06,871.42,398273,0.781077,7.6073
3320,1.38179,1.09593,87.2639,12.174,63.6489,1.3843,177.016,517.384,1.87335e+06,871.42,398199,0.737703,7.94193
3369,1.43637,1.1037,87.9942,12.7725,63.9655,1.39007,173.935,516.919,1.86081e+06,871.42,398128,0.697207,8.25889
3418,1.48805,1.11133,88.6931,13.3471,64.3128,1.39462,171.032,516.476,1.84887e+06,871.42,398058,0.659636,8.55802
3467,1.53746,1.1189,89.3699,13.9051,64.6895,1.39814,168.264,516.048,1.83735e+06,871.42,397991,0.624694,8.84374
3516,1.58414,1.12627,90.0163,14.4408,65.085,1.40074,165.664,515.642,1.82641e+06,871.42,397925,0.592903,9.114
3565,1.62812,1.13343,90.6344,14.9543,65.4942,1.40256,163.219,515.255,1.81598e+06,871.42,397862,0.564151,9.36916
3614,1.66983,1.1404,91.2309,15.4498,65.9164,1.40375,160.9,514.885,1.80597e+06,871.42,397800,0.53807,9.61175
3663,1.70909,1.14713,91.8012,15.9237,66.3435,1.40439,158.721,514.533,1.79645e+06,871.42,397740,0.51475,9.84054
3712,1.74569,1.15355,92.3394,16.3717,66.7665,1.40459,156.699,514.204,1.78749e+06,871.42,397683,0.494233,10.054
3761,1.7794,1.15959,92.8408,16.7889,67.1765,1.40446,154.846,513.899,1.77918e+06,871.42,397630,0.476454,10.2503
3810,1.81091,1.16534,93.3146,17.1815,67.5769,1.40408,153.124,513.614,1.77136e+06,871.42,397579,0.460848,10.4327
3859,1.83956,1.17066,93.7543,17.5466,67.9593,1.40352,151.55,513.351,1.76413e+06,871.42,397532,0.447384,10.6006
3908,1.86519,1.17549,94.1479,17.8744,68.3099,1.40287,150.159,513.118,1.75768e+06,871.42,397489,0.436154,10.7499
3957,1.88784,1.17981,94.5023,18.1674,68.6314,1.40217,148.925,512.909,1.75189e+06,871.42,397450,0.426714,10.882
4006,1.90685,1.18349,94.8019,18.4149,68.9073,1.4015,147.893,512.734,1.74701e+06,871.42,397417,0.419211,10.9926
4055,1.92127,1.1863,95.0298,18.6053,69.12,1.40095,147.114,512.601,1.7433e+06,871.42,397392,0.413783,11.0775
4104,1.9302,1.18805,95.1729,18.723,69.2544,1.40059,146.629,512.518,1.74098e+06,871.42,397376,0.410508,11.1295
4153,1.93787,1.18956,95.2962,18.8237,69.3706,1.40027,146.213,512.447,1.73898e+06,871.42,397363,0.407765,11.1737
4202,1.95219,1.1924,95.5276,19.0141,69.5904,1.39964,145.437,512.313,1.73524e+06,871.42,397337,0.402803,11.2572
4251,1.97053,1.19607,95.825,19.2612,69.876,1.39879,144.448,512.142,1.73043e+06,871.42,397304,0.396775,11.3653
4300,1.99269,1.20055,96.1882,19.5578,70.2278,1.39768,143.257,511.936,1.72458e+06,871.42,397263,0.38996,11.4932
4349,2.01746,1.20562,96.601,19.899,70.6331,1.39636,141.92,511.702,1.71795e+06,871.42,397217,0.382889,11.6396
4398,2.04486,1.2113,97.0631,20.2754,71.0913,1.3948,140.45,511.443,1.71056e+06,871.42,397165,0.375819,11.7988
4447,2.07433,1.21751,97.5651,20.6887,71.5956,1.39303,138.877,511.165,1.70256e+06,871.42,397107,0.369076,11.9722
4496,2.10615,1.22431,98.1208,21.1406,72.1587,1.39099,137.172,510.86,1.69375e+06,871.42,397043,0.362712,12.1588
4545,2.13954,1.23156,98.7057,21.6175,72.7574,1.3888,135.413,510.543,1.68452e+06,871.42,396976,0.357164,12.3533
4594,2.17478,1.23935,99.3419,22.1347,73.4135,1.38637,133.542,510.203,1.67452e+06,871.42,396901,0.352377,12.5611
4643,2.21165,1.24764,100.022,22.684,74.1186,1.38375,131.591,509.846,1.66391e+06,871.42,396821,0.348577,12.778
4692,2.24979,1.25636,100.736,23.26,74.8627,1.38101,129.593,509.475,1.65282e+06,871.42,396736,0.345909,13.0018
4741,2.28922,1.26555,101.488,23.8652,75.649,1.37816,127.542,509.091,1.64121e+06,871.42,396646,0.344413,13.2329
4790,2.33023,1.27529,102.297,24.5118,76.4945,1.37517,125.399,508.685,1.62881e+06,871.42,396548,0.344137,13.4748
4839,2.37234,1.28547,103.145,25.1892,77.3802,1.37214,123.216,508.267,1.61588e+06,871.42,396444,0.345144,13.7236
4888,2.41551,1.29612,104.034,25.8973,78.3052,1.36911,120.996,507.837,1.60244e+06,871.42,396334,0.347424,13.9786
4937,2.45964,1.30721,104.965,26.6368,79.2697,1.36612,118.742,507.395,1.58844e+06,871.42,396217,0.350959,14.2393
4986,2.50476,1.31877,105.942,27.4098,80.2739,1.36321,116.453,506.94,1.57388e+06,871.42,396093,0.355717,14.5058
5035,2.55105,1.33087,106.974,28.2229,81.3258,1.36038,114.113,506.469,1.5586e+06,871.42,395961,0.36171,14.7795
5084,2.59822,1.34343,108.053,29.0712,82.4139,1.35773,111.749,505.986,1.54275e+06,871.42,395820,0.368827,15.0586
5133,2.6462,1.35647,109.182,29.9584,83.5388,1.35527,109.359,505.492,1.5263e+06,871.42,395672,0.377011,15.3437
5182,2.69503,1.37,110.362,30.8852,84.6982,1.35307,106.949,504.985,1.50925e+06,871.42,395514,0.386176,15.6344
5231,2.74468,1.38404,111.593,31.8522,85.8901,1.35115,104.522,504.468,1.49159e+06,871.42,395347,0.396233,15.9304
5280,2.79511,1.39857,112.878,32.861,87.1133,1.34956,102.081,503.94,1.47333e+06,871.42,395170,0.4071,16.2313
5329,2.96929,1.451,117.577,36.5603,91.4076,1.34704,93.8529,502.094,1.40779e+06,871.42,394500,0.448165,17.273
5378,3.11662,1.49807,121.854,39.9691,95.0803,1.34877,87.1703,500.514,1.3497e+06,871.42,393858,0.485149,18.16
5427,3.24486,1.5411,125.78,43.1492,98.2678,1.35319,81.5912,499.132,1.29756e+06,871.42,393239,0.517618,18.9347
5476,3.36228,1.58219,129.516,46.2393,101.151,1.35957,76.6979,497.865,1.24892e+06,871.42,392624,0.546873,19.6474
5525,3.46949,1.62116,133.026,49.2111,103.739,1.36725,72.4192,496.712,1.20401e+06,871.42,392022,0.572849,20.3013
5574,3.57039,1.65911,136.395,52.135,106.121,1.37597,68.5668,495.633,1.1616e+06,871.42,391420,0.59645,20.9187
5623,3.66502,1.69583,139.598,54.9884,108.3,1.38539,65.1087,494.627,1.12185e+06,871.42,390825,0.617752,21.4997
5672,3.75482,1.7317,142.66,57.7963,110.312,1.39535,61.9697,493.682,1.08435e+06,871.42,390235,0.637153,22.0545
5721,3.83979,1.76658,145.569,60.5361,112.161,1.4056,59.1261,492.795,1.04916e+06,871.42,389653,0.654763,22.5804
5770,3.92077,1.80068,148.335,63.2196,113.869,1.41606,56.5343,491.96,1.01606e+06,871.42,389081,0.670831,23.0834
5819,3.99403,1.83224,150.862,65.7253,115.385,1.42616,54.2602,491.205,986179,871.42,388541,0.684939,23.5411
5869,3.99891,1.83437,150.926,65.6994,115.407,1.42631,54.2276,491.194,985746,871.42,388533,0.685141,23.5239
5870,4.07358,1.8666,152.265,65.153,115.859,1.42948,53.5537,490.965,976735,871.42,388366,0.689323,23.1657
5871,4.14487,1.89685,153.538,64.621,116.285,1.43254,52.9207,490.749,968207,871.42,388206,0.69325,22.8252
5872,4.21349,1.9255,154.759,64.0998,116.69,1.4355,52.3213,490.542,960073,871.42,388051,0.69697,22.499
5873,4.27902,1.95244,155.917,63.5947,117.07,1.43835,51.7585,490.346,952384,871.42,387903,0.700462,22.1893
5874,4.34093,1.9775,157.004,63.1117,117.425,1.44104,51.2362,490.163,945205,871.42,387764,0.703703,21.8989
5875,4.39867,2.00056,158.009,62.6572,117.75,1.44356,50.7579,489.995,938591,871.42,387634,0.70667,21.6304
5876,4.45325,2.02206,158.95,62.2246,118.052,1.44593,50.3141,489.837,932422,871.42,387512,0.709424,21.379
5877,4.50372,2.0417,159.818,61.8194,118.329,1.44814,49.9079,489.692,926748,871.42,387399,0.711943,21.1471
5878,4.54922,2.05921,160.591,61.4535,118.575,1.45012,49.5487,489.563,921708,871.42,387298,0.714172,20.9404
5879,4.58994,2.07472,161.28,61.1234,118.793,1.4519,49.2307,489.448,917228,871.42,387207,0.716145,20.7561
5880,4.62442,2.08773,161.86,60.8431,118.975,1.4534,48.9648,489.351,913471,871.42,387130,0.717793,20.6012
5881,4.65079,2.09761,162.302,60.6276,119.113,1.45455,48.7631,489.278,910612,871.42,387072,0.719045,20.4831
5882,4.66722,2.10374,162.576,60.4931,119.199,1.45526,48.6383,489.232,908841,871.42,387036,0.719819,20.4098
5883,4.68135,2.10899,162.81,60.3775,119.272,1.45588,48.5317,489.193,907325,871.42,387004,0.72048,20.3471
5884,4.70793,2.11881,163.251,60.1591,119.409,1.45703,48.332,489.12,904481,871.42,386946,0.721718,20.2292
5885,4.74227,2.13142,163.818,59.8759,119.585,1.45852,48.0763,489.026,900829,871.42,386870,0.723304,20.0774
5886,4.78401,2.1466,164.501,59.5318,119.796,1.46033,47.7704,488.913,896447,871.42,386778,0.725201,19.8949
5887,4.83151,2.16369,165.276,59.1363,120.034,1.46239,47.4249,488.784,891479,871.42,386674,0.727343,19.6874
5888,4.88454,2.18254,166.13,58.6948,120.295,1.46468,47.0469,488.643,886021,871.42,386559,0.729687,19.4586
5889,4.94249,2.20288,167.056,58.2099,120.576,1.46718,46.6405,488.49,880126,871.42,386433,0.732206,19.2107
5890,5.00619,2.2249,168.064,57.6739,120.88,1.46992,46.2016,488.324,873729,871.42,386295,0.734926,18.9405
5891,5.07382,2.24793,169.115,57.1058,121.195,1.4728,45.7477,488.151,867079,871.42,386150,0.737739,18.6585
5892,5.14697,2.27241,170.244,56.4857,121.531,1.47591,45.2648,487.966,859967,871.42,385994,0.740731,18.3555
5893,5.22502,2.29807,171.431,55.8219,121.882,1.47922,44.7618,487.771,852516,871.42,385828,0.743847,18.0365
5894,5.30729,2.32459,172.66,55.1217,122.242,1.48268,44.2458,487.57,844829,871.42,385656,0.747042,17.7056
5895,5.39413,2.35203,173.937,54.3814,122.613,1.4863,43.7158,487.361,836885,871.42,385475,0.750324,17.3619
5896,5.48697,2.38073,175.284,53.5847,123.001,1.49016,43.1623,487.14,828537,871.42,385283,0.75375,16.9985
5897,5.58456,2.41022,176.674,52.7459,123.398,1.49419,42.5972,486.913,819960,871.42,385083,0.757247,16.623
5898,5.68702,2.44043,178.104,51.8645,123.803,1.49837,42.022,486.68,811172,871.42,384875,0.760805,16.2357
5899,5.79446,2.47131,179.576,50.9389,124.215,1.50272,41.437,486.44,802177,871.42,384660,0.764422,15.8366
5900,5.90721,2.50285,181.089,49.9664,124.636,1.50724,40.8423,486.193,792969,871.42,384436,0.768099,15.4253
5901,6.02625,2.53522,182.655,48.9375,125.067,1.51197,40.2339,485.938,783486,871.42,384202,0.771858,14.9986
5902,6.15089,2.56811,184.26,47.8594,125.504,1.51687,39.6179,485.677,773816,871.42,383960,0.775662,14.5602
5903,6.28152,2.60149,185.906,46.7279,125.948,1.52196,38.9935,485.409,763946,871.42,383708,0.779517,14.1092
5904,6.41834,2.63529,187.591,45.542,126.399,1.52723,38.3618,485.134,753891,871.42,383448,0.783414,13.6459
5905,6.56157,2.66943,189.313,44.3006,126.854,1.53268,37.7239,484.853,743662,871.42,383180,0.787347,13.1706
5906,6.71144,2.70383,191.073,43.0014,127.315,1.53833,37.0802,484.566,733265,871.42,382902,0.791315,12.6832
5907,7.26454,2.81957,197.217,38.2086,128.888,1.5586,34.892,483.559,697358,871.42,381903,0.804781,10.9646
5908,7.77777,2.91203,202.48,33.7686,130.194,1.5767,33.086,482.69,667050,871.42,381011,0.81587,9.46836
5909,8.25981,2.98665,207.084,29.6121,131.306,1.59315,31.5532,481.922,640847,871.42,380200,0.825261,8.13789
5910,8.73098,3.04881,211.298,25.5661,132.302,1.60873,30.1852,481.211,617081,871.42,379430,0.833626,6.89897
5911,9.18682,3.09933,215.133,21.6708,133.191,1.62339,28.9675,480.556,595624,871.42,378705,0.841056,5.75212
5912,9.63835,3.14046,218.714,17.8353,134.007,1.63752,27.8519,479.936,575711,871.42,378004,0.847851,4.66193
5913,10.0821,3.17261,222.039,14.0902,134.754,1.65105,26.833,479.352,557311,871.42,377331,0.854045,3.63101
5914,10.5216,3.1967,225.157,10.4064,135.444,1.66413,25.8914,478.795,540126,871.42,376679,0.859759,2.64623
5915,10.9539,3.21313,228.064,6.81068,136.081,1.67669,25.0245,478.268,524147,871.42,376051,0.86501,1.71052
5916,11.3807,3.22253,230.786,3.29083,136.67,1.68881,24.2211,477.766,509206,871.42,375444,0.869868,0.816936
5917,11.782,3.22539,233.228,0,137.195,1.69998,23.507,477.307,495817,871.42,374883,0.87418,0
